"Birmingham"

"Estimated Background Air Pollution Maps (base year 2021), downloaded from https://uk-air.defra.gov.uk/data/laqm-background-home.  Total annual mean concentrations based on 1 km x 1 km grid squares are provided. For further information please refer to the LAQM Support Helpdesk at https://laqm.defra.gov.uk/helpdesk/laqm-helpdesk.html "

Concentrations are as ug.m-3 gravimetric PM10
Local_Auth_Code,x,y,geo_area,EU_zone_agglom_01,Total_PM10_25,Motorway_in_25,Motorway_out_25,Trunk_A_Rd_in_25,Trunk_A_Rd_out_25,Primary_A_Rd_in_25,Primary_A_Rd_out_25,Minor_Rd+Cold_Start_in_25,Minor_Rd+Cold_Start_out_25,Brake+Tyre_in_25,Brake+Tyre_out_25,Road_Abrasion_in_25,Road_Abrasion_out_25,Industry_in_25,Industry_out_25,Domestic_in_25,Domestic_out_25,Rail_in_25,Rail_out_25,Other_in_25,Other_out_25,PM_secondary_25,Residual+Salt_25,Point_Sources_25
E08000025,414500,291500,6,2,14.12126,0,0.017766,0,5.35e-4,0.003,0.013962,0.011354,0.026975,0.148632,0.524777,0.049528,0.232878,0.256096,1.618161,0.152101,0.570752,0,0.019553,0.036004,0.296747,4.758584,5.132743,0.251113
E08000025,415500,291500,6,2,13.8594,0,0.018987,0,5.3e-4,0,0.011304,0.004103,0.025164,0.038054,0.488226,0.012644,0.224817,0.066575,1.433269,0.030074,0.532146,0.005031,0.018609,0.044823,0.235774,4.815021,5.623833,0.230416
E08000025,416500,291500,6,2,13.90604,0,0.020384,0,5.62e-4,0,0.009592,0.001617,0.022646,0.012154,0.454985,0.005149,0.218624,0.047169,1.31882,0.020651,0.50857,0.016189,0.016067,0.065198,0.207105,4.815021,5.927431,0.218111
E08000025,417500,291500,6,35,13.78711,0,0.025798,0,5.65e-4,0,0.00854,0.002466,0.019106,0.016722,0.450098,0.007489,0.234588,0.065142,1.14749,0.203568,0.449278,0.014858,0.015959,0.004398,0.181279,4.815021,5.916179,0.208565
E08000025,403500,290500,6,2,14.11712,0,0.01237,0,2.75e-4,0.01089,0.01411,0.007607,0.028409,0.18041,0.486402,0.060391,0.200814,0.29154,2.014125,0.227295,0.771901,0,0.011035,0.030115,0.32963,4.71881,4.525123,0.195864
E08000025,404500,290500,6,2,14.11729,0,0.011003,0,3.15e-4,0.004416,0.015029,0.009783,0.030215,0.134124,0.503402,0.044676,0.202618,0.376848,2.05863,0.281891,0.800393,0,0.011085,0.03527,0.30605,4.71881,4.377402,0.195329
E08000025,405500,290500,6,2,13.99378,0,0.010929,0,3.36e-4,0.002813,0.015703,0.010464,0.031807,0.134223,0.524386,0.044628,0.209531,0.247268,2.050236,0.149298,0.808674,0.001154,0.011438,0.020079,0.299983,4.740207,4.480181,0.200442
E08000025,406500,290500,6,2,15.0345,0,0.011896,0,3.54e-4,0.021311,0.015735,0.009455,0.033556,0.32251,0.546676,0.109289,0.21977,0.346385,2.037984,0.199845,0.773475,7.58e-4,0.011737,0.030731,0.307669,4.740207,5.085262,0.209892
E08000025,407500,290500,6,2,14.5061,0,0.01581,0,3.75e-4,0.003912,0.018965,0.011309,0.033691,0.136477,0.607394,0.045681,0.25143,0.29674,2.040812,0.193731,0.756142,0.001749,0.012215,0.038874,0.327163,4.740207,4.738419,0.235005
E08000025,408500,290500,6,2,16.30404,0.014094,0.020674,0,3.83e-4,0.001731,0.017467,0.00758,0.033579,0.171224,0.622073,0.095933,0.270196,0.382657,1.989347,0.142547,0.734579,0.001439,0.013907,0.186961,0.321494,4.740207,6.31693,0.219044
E08000025,409500,290500,6,2,16.38818,0.063997,0.016851,0,3.98e-4,0.005213,0.016575,0.005108,0.033014,0.520906,0.585042,0.357044,0.247131,0.178814,2.048913,0.155753,0.719137,7.97e-4,0.016192,0.03037,0.344206,4.740207,6.065979,0.23654
E08000025,410500,290500,6,2,15.70633,0,0.024703,0,4.13e-4,0.010954,0.016013,0.008836,0.031401,0.201864,0.620656,0.067872,0.282529,0.27388,1.962361,0.227028,0.705215,2.66e-4,0.01866,0.048745,0.310431,4.758584,5.84063,0.29529300000000003
E08000025,411500,290500,6,2,15.42383,0,0.019575,0,4.29e-4,0.011581,0.015724,0.008636,0.030608,0.199395,0.582199,0.06713,0.255762,0.19593,1.875471,0.215756,0.691877,0,0.020134,0.085725,0.286553,4.758584,5.818442,0.284321
E08000025,412500,290500,6,2,15.75727,0.008914,0.018212,0,4.45e-4,0.008313,0.015224,0.008294,0.029989,0.225658,0.564943,0.103266,0.246361,0.073533,1.798193,0.021575,0.687023,0.0074400000000000004,0.019225,0.158939,0.284559,4.758584,6.212574,0.506007
E08000025,413500,290500,6,2,16.20391,0.02692,0.015679,0,4.61e-4,0.01802,0.01373,0.006505,0.029519,0.461936,0.528791,0.238198,0.226912,0.182681,1.739409,0.083487,0.641672,0.016738,0.017607,0.334878,0.271761,4.758584,6.312109,0.278308
E08000025,414500,290500,6,2,15.371,0.027269,0.016772,0,4.78e-4,0.003858,0.013437,0.005959,0.028724,0.293362,0.530478,0.183964,0.231185,0.142488,1.617901,0.071734,0.624209,0.016743,0.017769,0.037713000000000003,0.298591,4.758584,6.196904,0.252872
E08000025,403500,289500,6,2,14.91736,0,0.010563,0,1.49e-4,0.002246,0.01523,0.010849,0.029927,0.120457,0.499362,0.040098,0.199575,1.017151,1.977007,0.214034,0.829283,0.002388,0.013523,0.134407,0.337958,4.721548,4.556775,0.184826
E08000025,404500,289500,6,2,14.26629,0,0.010105,0,1.93e-4,0.005977,0.014831,0.010329,0.031368,0.145428,0.505797,0.048781,0.200491,0.416069,2.063648,0.317159,0.813671,9.1e-4,0.013496,0.045475,0.330464,4.721548,4.380354,0.190193
E08000025,405500,289500,6,2,14.07962,0,0.010228,0,2.17e-4,0.002496,0.016642,0.012896,0.032895,0.152433,0.536976,0.05081,0.211452,0.310099,2.045863,0.164982,0.813782,6.73e-4,0.013049,0.030251,0.315584,4.743057,4.415149,0.200089
E08000025,406500,289500,6,2,14.57074,0,0.011234,0,2.36e-4,0.007619,0.017958,0.017316,0.034507,0.261034,0.566864,0.087381,0.22438,0.44133,2.065143,0.23394,0.765293,0,0.012936,0.038314,0.330632,4.743057,4.521912,0.189656
E08000025,407500,289500,6,2,15.22298,0.006525,0.014346,0,2.58e-4,0.004154,0.020734,0.013947,0.035768,0.22585,0.623198,0.092587,0.252124,0.355444,2.117306,0.240154,0.732777,0,0.013923,0.030595,0.359469,4.743057,5.12857,0.212188
E08000025,408500,289500,6,2,15.99765,0.016348,0.016764,0,2.71e-4,0.008127,0.018512,0.012684,0.034856,0.299013,0.613286,0.143596,0.255907,0.14228,2.071923,0.055071,0.717062,0.002179,0.016477,0.10656499999999999,0.361646,4.743057,6.143934,0.218101
E08000025,409500,289500,6,2,16.30305,0.007965,0.020987,0,2.87e-4,0.006151,0.0172,0.011265,0.033375,0.22825,0.619533,0.100775,0.270206,0.270158,2.118009,0.071955,0.683543,0.005567,0.0212,0.099688,0.345518,4.743057,6.311724,0.316639
E08000025,410500,289500,6,2,15.99882,0.027793000000000002,0.016984,0,3.04e-4,0.005075,0.015907,0.003322,0.032952,0.300183,0.581275,0.185856,0.246581,0.043065,2.109863,0.011843,0.711531,0.017092,0.020191,0.085169,0.314315,4.761758,6.190773,0.316987
E08000025,411500,289500,6,2,15.9189,0.027271,0.016662,0,3.21e-4,0.008949,0.01444,0.004346,0.031381,0.341316,0.554663,0.198317,0.237464,0.106771,1.941122,0.090301,0.710667,0.016774,0.01996,0.00864,0.3024,4.761758,6.228237,0.297139
E08000025,412500,289500,6,2,15.48674,0.018592,0.016747,0,3.39e-4,0.001563,0.014768,0.007334,0.030375,0.223085,0.552419,0.131481,0.237495,0.236236,1.824071,0.138654,0.695684,0.0094,0.01991,0.017332,0.29103,4.761758,5.986245,0.27222
E08000025,413500,289500,6,2,14.10777,0,0.017546,0,3.57e-4,0.005617,0.012888,0.010152,0.029679,0.16572,0.534748,0.05505,0.234416,0.269636,1.719542,0.181734,0.67506,0,0.019911,0.020161,0.289936,4.761758,4.85533,0.24853
E08000025,404500,288500,6,2,13.93673,0,0.009553,0,1.52e-4,0.002745,0.015613,0.008424,0.032502,0.107412,0.516122,0.035664,0.20235,0.26397,1.99311,0.219502,0.816895,0.006668,0.014564,0.043124,0.335077,4.721548,4.400688,0.191054
E08000025,405500,288500,6,2,13.96499,0,0.009839,0,1.74e-4,0.006343,0.016817,0.011992,0.033853,0.183391,0.538474,0.061228,0.210763,0.215692,2.00567,0.114641,0.79254,0.002446,0.015133,0.069955,0.328809,4.743057,4.406073,0.1981
E08000025,406500,288500,6,2,14.61806,0,0.011114,0,1.93e-4,0.006486,0.01965,0.01202,0.037701,0.176064,0.594958,0.058636,0.233368,0.395512,2.039081,0.116343,0.748269,0,0.015195,0.132474,0.350996,4.743057,4.742159,0.184782
E08000025,407500,288500,6,2,16.82277,0.01458,0.011598,0,2.14e-4,0.0249,0.019583,0.012216,0.0389,0.437919,0.605956,0.186872,0.238565,0.410058,2.10202,0.065966,0.718799,0,0.01666,0.18933,0.355429,4.743057,6.419787,0.210366
E08000025,408500,288500,6,2,15.01573,0,0.015183,0,2.31e-4,0.003636,0.021721,0.01278,0.036454,0.162808,0.638757,0.054406,0.259789,0.245365,2.110151,0.054027,0.682716,0.001049,0.023635,0.147172,0.360246,4.743057,5.189598,0.252953
E08000025,409500,288500,6,2,16.74916,0,0.014628,0,2.48e-4,0.004634,0.016861,0.010429,0.03439,0.157798,0.581821,0.052868,0.239643,1.700198,1.944234,0.107318,0.675886,0.019062,0.024629,0.07425,0.350475,4.743057,5.141749,0.854989
E08000025,410500,288500,6,2,14.41557,0,0.015901,0,2.68e-4,0,0.014908,0.012249,0.032424,0.123543,0.560352,0.040899,0.23673,0.371122,2.110982,0.252291,0.699774,0.001525,0.026176,0.030797,0.323024,4.761758,4.491934,0.308912
E08000025,411500,288500,6,2,14.13483,0,0.016109,0,2.87e-4,6.46e-4,0.013383,0.010963,0.031417,0.113017,0.539572,0.03748,0.230687,0.349292,1.957901,0.277652,0.734965,6.71e-4,0.022246,0.028499,0.289472,4.761758,4.458075,0.260742
E08000025,412500,288500,6,2,13.83273,0,0.014962,0,3.09e-4,0.002933,0.012346,0.010327,0.030482,0.127669,0.514167,0.042636,0.218966,0.241649,1.846655,0.19084,0.746277,0,0.020243,0.018291,0.274331,4.761758,4.515012,0.242883
E08000025,413500,288500,6,2,13.36181,0,0.013332,0,3.29e-4,0,0.011697,0.009912,0.030034,0.100834,0.492865,0.033374,0.20716,0.212232,1.740583,0.172522,0.725503,0,0.018746,0.016876,0.260179,4.761758,4.320653,0.233221
E08000025,414500,288500,6,2,13.19864,0,0.012973,0,3.49e-4,0,0.010052,0.007265,0.029655,0.07488,0.471829,0.024792,0.199271,0.170889,1.651461,0.150047,0.714064,0,0.017252,0.012619,0.258504,4.761758,4.353179,0.277795
E08000025,415500,288500,6,2,13.13348,0,0.013221,0,3.7e-4,0,0.008767,0.009208,0.028035,0.091844,0.445632,0.030376,0.191669,0.224719,1.562199,0.218615,0.675359,0,0.015289,0.016347,0.251358,4.820629,4.255291,0.274554
E08000025,403500,287500,6,2,13.99163,0,0.008791,0,8.2e-5,0.004518,0.015128,0.011083,0.031601,0.148121,0.497868,0.049395,0.19391,0.429552,1.881124,0.343391,0.857599,0,0.012361,0.03678,0.299361,4.721548,4.28044,0.16898
E08000025,404500,287500,6,2,13.72365,0,0.008754,0,1.25e-4,0.0051,0.015401,0.012041,0.032651,0.147717,0.508968,0.049518,0.197587,0.207796,1.902445,0.177776,0.803984,0.011988,0.011957,0.063956,0.30289,4.721548,4.371339,0.170102
E08000025,405500,287500,6,2,14.18297,0,0.009017,0,1.48e-4,0.00928,0.017385,0.012026,0.035539,0.201482,0.540715,0.067631,0.209115,0.298443,1.932413,0.152343,0.752085,0.006815,0.015503,0.127977,0.320955,4.743057,4.542373,0.188667
E08000025,406500,287500,6,2,15.60678,0,0.009828,0,1.66e-4,0.014134,0.019944,0.029545,0.037913,0.298051,0.579744,0.100123,0.224612,0.371409,1.993287,0.114683,0.724983,0.002949,0.018379,0.182277,0.345038,4.743057,5.609353,0.18731
E08000025,407500,287500,6,2,15.49967,0,0.011036,0,1.88e-4,0.020218,0.020007,0.026207,0.039702,0.372856,0.596138,0.125708,0.233586,0.409153,2.010138,0.061083,0.692977,0.001207,0.024086,0.086665,0.373268,4.743057,5.453361,0.199035
E08000025,408500,287500,6,2,15.16257,0,0.011117,0,2.09e-4,0.01131,0.020718,0.009569,0.038104,0.214795,0.608258,0.072632,0.238267,0.207569,2.05455,0.043083,0.676978,0.033088,0.022149,0.074602,0.359613,4.743057,5.489425,0.23347
E08000025,409500,287500,6,2,14.30974,0,0.011199,0,2.27e-4,0,0.017719,0.009419,0.034651,0.094977,0.569777,0.031443,0.225777,0.430016,2.017733,0.109513,0.692916,0.023624,0.025384,0.073187,0.338984,4.743057,4.609788,0.250355
E08000025,410500,287500,6,2,14.08282,0,0.011606,0,2.46e-4,0,0.013898,0.010939,0.03309,0.102858,0.524656,0.034016,0.211842,0.45656,2.041376,0.26661,0.743059,0.008324,0.02288,0.047,0.316277,4.761758,4.238121,0.2377
E08000025,411500,287500,6,2,13.76446,0,0.01182,0,2.68e-4,0,0.01244,0.008905,0.032206,0.082988,0.501649,0.027431,0.204941,0.394237,1.949757,0.303053,0.768693,0.009066,0.018599,0.031264,0.288807,4.761758,4.124292,0.232283
E08000025,412500,287500,6,2,13.54044,0,0.011658,0,2.92e-4,0.002271,0.011481,0.007496,0.031014,0.093601,0.483066,0.031233,0.198439,0.26758,1.826301,0.216442,0.767736,0.009773,0.017259,0.044455,0.265582,4.761758,4.262015,0.230987
E08000025,413500,287500,6,2,13.37596,0,0.011399,0,3.18e-4,0.001448,0.010839,0.00961,0.02986,0.103878,0.467082,0.034524,0.192544,0.292412,1.711808,0.242851,0.739036,0.012405,0.016016,0.026189,0.258953,4.761758,4.209703,0.243323
E08000025,414500,287500,6,2,13.62951,0,0.011485,0,3.51e-4,0,0.009653,0.0083320000000000009,0.029429,0.076411,0.453788,0.025315,0.188577,0.273086,1.638325,0.294036,0.715478,0.007541,0.016158,0.086307,0.245121,4.761758,4.236197,0.55216
E08000025,415500,287500,6,35,12.9294,0,0.011688,0,3.83e-4,0,0.008463,0.005755,0.028272,0.054792,0.431936,0.018212,0.182297,0.214587,1.57407,0.155012,0.695458,0,0.016603,0.05336,0.268784,4.820629,4.114083,0.275016
E08000025,402500,286500,6,2,13.72347,0,0.008266,0,5.7e-5,0.010082,0.013394,0.010236,0.02946,0.188628,0.458705,0.063042,0.179413,0.31017,1.752004,0.339883,0.839741,0,0.008546,0.026767,0.252234,4.721548,4.361477,0.149819
E08000025,403500,286500,6,2,13.48572,0,0.008303,0,6.3e-5,0.005772,0.01467,0.012566,0.030782,0.179517,0.481608,0.059808,0.187165,0.27139,1.786738,0.149684,0.821608,0,0.009933,0.021955,0.262483,4.721548,4.301278,0.158847
E08000025,404500,286500,6,2,13.2435,0,0.008308,0,9.9e-5,0.002611,0.015633,0.010309,0.033,0.123116,0.506473,0.040894,0.195487,0.21767,1.807976,0.137526,0.75669,0,0.012453,0.03303,0.281398,4.721548,4.167649,0.171631
E08000025,405500,286500,6,2,14.11514,0,0.008518,0,1.22e-4,0.014353,0.015724,0.018435,0.034925,0.261634,0.514729,0.087909,0.198875,0.372755,1.862337,0.156938,0.718476,0.00671,0.015088,0.089289,0.306899,4.743057,4.506516,0.181848
E08000025,406500,286500,6,2,14.99516,0,0.008884,0,1.39e-4,0.012649,0.020149,0.034456,0.036246,0.253476,0.572059,0.084998,0.219408,0.464709,1.913694,0.182034,0.692905,0.01843,0.016693,0.116245,0.325598,4.743057,5.112065,0.16727
E08000025,407500,286500,6,2,14.53297,0,0.009198,0,1.6e-4,0,0.02233,0.025355,0.037974,0.144535,0.601098,0.047834,0.230355,0.157243,1.971498,0.067735,0.690758,0.033246,0.018188,0.096949,0.345661,4.743057,5.088038,0.201763
E08000025,408500,286500,6,2,15.14671,0,0.009518,0,1.8e-4,0.01905,0.018874,0.013363,0.036163,0.314206,0.567844,0.106367,0.220134,0.21129,1.942937,0.076342,0.681586,0.011149,0.026367,0.098838,0.340859,4.743057,5.507326,0.201257
E08000025,409500,286500,6,2,13.8467,0,0.009781,0,1.97e-4,0,0.018681,0.013208,0.033724,0.128636,0.561599,0.042593,0.219012,0.230554,1.951802,0.127003,0.716102,0.003985,0.024924,0.081843,0.328322,4.743057,4.410646,0.201026
E08000025,410500,286500,6,2,13.876,0,0.010087,0,2.17e-4,0,0.014273,0.012269,0.032577,0.110838,0.510525,0.036673,0.202676,0.497965,1.902894,0.369042,0.740059,0,0.02092,0.052879,0.311045,4.761758,4.068416,0.220884
E08000025,411500,286500,6,2,13.34287,0,0.010261,0,2.39e-4,0,0.012892,0.012124,0.031304,0.081911,0.488946,0.027115,0.196078,0.20836,1.956978,0.137077,0.805343,0,0.017814,0.01638,0.295765,4.761758,4.054887,0.227633
E08000025,412500,286500,6,2,13.14563,0,0.010352,0,2.64e-4,0,0.012163,0.009359,0.030438,0.094148,0.471485,0.031157,0.190693,0.233115,1.789693,0.192115,0.768981,0,0.016731,0.018006,0.272194,4.761758,4.020373,0.222608
E08000025,413500,286500,6,2,13.11087,0,0.010407,0,2.99e-4,0.003155,0.010646,0.008968,0.030054,0.117501,0.458188,0.039062,0.186553,0.216174,1.703106,0.163458,0.75997,0,0.016259,0.015598,0.261607,4.761758,4.115852,0.232256
E08000025,414500,286500,6,2,13.00604,0,0.010658,0,3.44e-4,0,0.009785,0.011183,0.029454,0.112359,0.446746,0.037139,0.183711,0.249,1.636632,0.233247,0.727737,0.004651,0.015084,0.019314,0.263313,4.761758,4.008086,0.245845
E08000025,415500,286500,6,2,13.09455,0,0.010834,0,3.89e-4,0,0.00842,0.008523,0.028167,0.071083,0.425254,0.023496,0.177448,0.358257,1.520127,0.102328,0.699456,0.011779,0.013341,0.19338,0.233814,4.820629,4.139167,0.248654
E08000025,416500,286500,6,2,12.67407,0,0.011344,0,4.5e-4,0,0.007653,0.009445,0.02556,0.085788,0.394756,0.02837,0.169502,0.245967,1.431278,0.177449,0.60675,7.19e-4,0.015591,0.02056,0.259037,4.820629,4.1153,0.247927
E08000025,402500,285500,6,2,12.84729,0,0.00797,0,4e-5,0.003808,0.013792,0.00598,0.029097,0.094954,0.457714,0.03187,0.178297,0.13814,1.659238,0.101751,0.778213,0,0.007766,0.008474,0.234328,4.721548,4.25461,0.119696
E08000025,403500,285500,6,2,12.72347,0,0.007977,0,4.2e-5,0.002878,0.0137,0.008695,0.030694,0.115442,0.469414,0.038344,0.182105,0.141839,1.68631,0.089303,0.75327,0,0.008909,0.009658,0.244584,4.721548,4.072718,0.12604
E08000025,404500,285500,6,2,12.83615,0,0.007979,0,7.2e-5,0.004632,0.013783,0.011735,0.031682,0.152902,0.474904,0.050837,0.1839,0.132665,1.725309,0.073596,0.71834,0,0.011283,0.008448,0.268931,4.721548,4.09902,0.144574
E08000025,405500,285500,6,2,13.12626,0,0.008123,0,8.4e-5,7.06e-4,0.016262,0.015503,0.032556,0.127709,0.501495,0.042342,0.193362,0.319209,1.748218,0.061558,0.692007,0.005976,0.013338,0.065126,0.282286,4.743057,4.094558,0.162783
E08000025,406500,285500,6,2,14.10462,0,0.008319,0,8.8e-5,0.023619,0.01651,0.009639,0.03501,0.347714,0.514102,0.117016,0.198282,0.332963,1.812275,0.123984,0.678646,4.41e-4,0.017122,0.041201,0.303422,4.743057,4.631424,0.149793
E08000025,407500,285500,6,2,14.30421,0,0.008497,0,1.05e-4,0.013907,0.019146,0.011187,0.03471,0.262553,0.546742,0.08828,0.210009,0.347592,1.828145,0.106112,0.69008,0,0.019477,0.145105,0.300023,4.743057,4.769043,0.160445
E08000025,408500,285500,6,2,14.3607,0,0.008727,0,1.21e-4,0.017774,0.017921,0.009679,0.034031,0.285004,0.540516,0.096187,0.20874,0.207065,1.872731,0.081379,0.714128,0.013299,0.018585,0.098879,0.318184,4.743057,4.911306,0.163386
E08000025,409500,285500,6,2,14.06495,0,0.008968,0,1.35e-4,0.008804,0.017165,0.010608,0.033112,0.206521,0.532072,0.069121,0.206723,0.250102,1.910799,0.146922,0.744286,0.009618,0.019061,0.051337,0.328382,4.743057,4.597145,0.171016
E08000025,410500,285500,6,2,13.72167,0,0.009208,0,1.52e-4,0.002356,0.015244,0.0089,0.031779,0.101778,0.506138,0.033861,0.19874,0.400538,1.871145,0.269177,0.758499,0,0.019399,0.033209,0.325207,4.761758,4.140518,0.234065
E08000025,411500,285500,6,2,13.83518,0,0.009366,0,1.71e-4,0.006294,0.013034,0.00768,0.030948,0.141827,0.473903,0.047465,0.18846,0.312207,1.873123,0.256611,0.762468,0,0.01629,0.026356,0.325921,4.761758,4.338717,0.242585
E08000025,412500,285500,6,2,13.38002,0,0.009528,0,1.95e-4,0.003167,0.01334,0.007499,0.030172,0.10187,0.47702,0.033819,0.190205,0.262087,1.74359,0.266282,0.753653,0,0.014771,0.020569,0.287822,4.761758,4.196985,0.205682
E08000025,413500,285500,6,2,13.05684,0,0.009692,0,2.36e-4,0.001144,0.012249,0.011182,0.029717,0.114156,0.467009,0.037786,0.187515,0.258884,1.640522,0.220137,0.755254,0,0.014054,0.023954,0.259053,4.761758,4.044592,0.20795
E08000025,414500,285500,6,2,13.0052,0,0.010049,0,2.86e-4,0,0.010562,0.012903,0.029185,0.127392,0.447679,0.042109,0.182316,0.28797,1.576183,0.300752,0.71307,0,0.013857,0.020924,0.255981,4.761758,3.993134,0.219087
E08000025,415500,285500,6,2,12.63047,0,0.010226,0,3.41e-4,0,0.008738,0.007451,0.028272,0.075459,0.422242,0.024942,0.174682,0.184777,1.511924,0.172098,0.679419,0,0.014115,0.014352,0.258565,4.820629,3.95899,0.263246
E08000025,399500,284500,6,2,14.71378,0.016832,0.011024,0,4e-5,0.0083,0.011859,0.008571,0.023689,0.282561,0.407224,0.149831,0.172396,0.170936,1.482744,0.144119,0.669748,0,0.005669,0.015662,0.215463,4.667695,6.09721,0.152201
E08000025,400500,284500,6,2,12.94444,0,0.011647,0,4.1e-5,1.71e-4,0.012488,0.013962,0.02468,0.139048,0.429807,0.045977,0.181603,0.269439,1.496376,0.241544,0.688222,0,0.006088,0.019438,0.215422,4.725469,4.272969,0.150043
E08000025,401500,284500,6,2,12.82996,0,0.008371,0,3.9e-5,0.004669,0.011431,0.01116,0.026784,0.153736,0.418021,0.050995,0.166625,0.266897,1.537434,0.232244,0.710414,0,0.006637,0.019185,0.218325,4.725469,4.148599,0.112926
E08000025,402500,284500,6,2,12.73951,0,0.00772,0,3.3e-5,0.004738,0.011587,0.009169,0.028009,0.125891,0.425798,0.041922,0.166938,0.226643,1.554287,0.20454,0.717479,0,0.007357,0.017563,0.222554,4.725469,4.121336,0.120476
E08000025,403500,284500,6,2,12.84033,0,0.007746,0,3.8e-5,0.002084,0.012766,0.015835,0.028678,0.164289,0.441758,0.054541,0.172274,0.267862,1.590351,0.205054,0.705945,0,0.008518,0.024702000000000002,0.23334,4.725469,4.04978,0.129299
E08000025,404500,284500,6,2,12.56235,0,0.007739,0,6.7e-5,0,0.013758,0.006188,0.031723,0.063888,0.468358,0.02113,0.181136,0.129505,1.671739,0.058051,0.703642,0.002489,0.010662,0.029628,0.266677,4.725469,3.998106,0.172388
E08000025,405500,284500,6,2,12.81428,0,0.007833,0,8.1e-5,0,0.015097,0.004939,0.031188,0.056089,0.476618,0.018576,0.184314,0.174674,1.675733,0.019258,0.674908,0.002372,0.012361,0.040267,0.272273,4.747222,4.223467,0.177013
E08000025,406500,284500,6,2,13.38828,0,0.007946,0,8.3e-5,0.010871,0.015762,0.009513,0.030478,0.196159,0.483329,0.065865,0.187077,0.248947,1.683661,0.111804,0.665119,0,0.01329,0.019532,0.276334,4.747222,4.470181,0.145111
E08000025,407500,284500,6,2,13.35909,0,0.008071,0,9e-5,0.004027,0.017455,0.010176,0.031743,0.13353,0.511167,0.044461,0.197048,0.331755,1.7329,0.186078,0.690094,0,0.014678,0.052532,0.281696,4.747222,4.22071,0.143658
E08000025,408500,284500,6,2,13.74408,0,0.008241,0,1.05e-4,0.007455,0.015777,0.011787,0.032029,0.172237,0.501582,0.05789,0.194364,0.403809,1.782855,0.253437,0.723282,0.004277,0.015775,0.058421,0.295024,4.747222,4.312312,0.146209
E08000025,409500,284500,6,2,14.18216,0,0.008446,0,1.17e-4,0.008413,0.015225,0.014164,0.031246,0.212476,0.490258,0.071288,0.191304,0.46474,1.822469,0.27805,0.749237,0.003979,0.016401,0.146407,0.295261,4.747222,4.442042,0.173413
E08000025,410500,284500,6,2,14.13848,0,0.008614,0,1.32e-4,0.006942,0.014529,0.005376,0.031472,0.11817,0.487909,0.039705,0.191077,0.166619,1.86,0.094439,0.787771,0.013336,0.014075,0.132017,0.325128,4.814784,4.50898,0.517403
E08000025,411500,284500,6,2,14.00493,0,0.008775,0,1.5e-4,0.003869,0.014475,0.01058,0.029747,0.121355,0.477023,0.040515,0.188019,0.488532,1.732525,0.076626,0.78122,6.99e-4,0.016326,0.268006,0.289141,4.814784,4.427303,0.21526
E08000025,412500,284500,6,2,13.86355,0,0.008963,0,1.73e-4,0.01378,0.012198,0.008599,0.030047,0.230864,0.457222,0.077741,0.181988,0.219886,1.70483,0.22223300000000001,0.750373,0,0.015308,0.041972,0.29817,4.814784,4.598608,0.175809
E08000025,413500,284500,6,2,13.49782,0,0.00918,0,2.21e-4,0.008622,0.011605,0.012904,0.029087,0.224216,0.447105,0.075143,0.179515,0.258553,1.573159,0.267944,0.732642,0,0.013885,0.019233,0.260922,4.814784,4.371395,0.187704
E08000025,414500,284500,6,2,13.18069,0,0.009587,0,2.74e-4,0.005484,0.010327,0.009557,0.029376,0.151334,0.441949,0.050674,0.179256,0.222898,1.54975,0.232611,0.706077,0,0.012587,0.017537,0.268814,4.814784,4.227445,0.240375
E08000025,415500,284500,6,2,12.84457,0,0.009835,0,3.36e-4,0,0.009733,0.011379,0.027007,0.110341,0.415839,0.036472,0.171813,0.236129,1.462986,0.235919,0.637721,0,0.012193,0.018426,0.27151,4.827518,3.975902,0.373515
E08000025,416500,284500,6,2,12.15974,0,0.010198,0,4.33e-4,0,0.008838,6.83e-4,0.024914,0.00825,0.390284,0.00273,0.165945,0.007713,1.313496,0.002754,0.574255,0,0.012812,0.111116,0.260197,4.827518,4.124202,0.313395
E08000025,399500,283500,6,35,14.22695,0.01404,0.01075,0,2.8e-5,0.004021,0.010783,0.00345,0.022252,0.167316,0.38174,0.104127,0.163018,0.069996,1.374287,0.05817,0.614503,0,0.005356,0.008731,0.206334,4.667695,6.191877,0.148476
E08000025,400500,283500,6,35,12.42383,0,0.010554,0,3e-5,0,0.010301,0.005382,0.024088,0.052619,0.394743,0.017393,0.166491,0.167589,1.439317,0.142666,0.645227,0,0.00581,0.014983,0.212089,4.725469,4.240602,0.148484
E08000025,401500,283500,6,2,12.35001,0,0.0080510000000000009,0,3e-5,0,0.010022,0.007718,0.025861,0.080621,0.392985,0.026725,0.157311,0.160115,1.480263,0.14444,0.678664,0,0.006385,0.01267,0.211421,4.725469,4.10952,0.111737
E08000025,402500,283500,6,2,12.41468,0,0.007574,0,2.8e-5,0,0.010683,0.006078,0.027496,0.058495,0.41155,0.019335,0.161854,0.156963,1.505585,0.158186,0.697089,0,0.007142,0.012257,0.213905,4.725469,4.11113,0.12386
E08000025,403500,283500,6,2,12.80605,0,0.007612,0,3.4e-5,0.007205,0.011034,0.00893,0.028696,0.167241,0.420602,0.055853,0.164909,0.255896,1.538328,0.187133,0.693694,0,0.008405,0.019453,0.229047,4.725469,4.132887,0.143623
