"Birmingham"

"Estimated Background Air Pollution Maps (base year 2021), downloaded from https://uk-air.defra.gov.uk/data/laqm-background-home.  Total annual mean concentrations based on 1 km x 1 km grid squares are provided. For further information please refer to the LAQM Support Helpdesk at https://laqm.defra.gov.uk/helpdesk/laqm-helpdesk.html "

Concentrations are as ug.m-3 gravimetric PM10
Local_Auth_Code,x,y,geo_area,EU_zone_agglom_01,Total_PM10_25,Motorway_in_25,Motorway_out_25,Trunk_A_Rd_in_25,Trunk_A_Rd_out_25,Primary_A_Rd_in_25,Primary_A_Rd_out_25,Minor_Rd+Cold_Start_in_25,Minor_Rd+Cold_Start_out_25,Brake+Tyre_in_25,Brake+Tyre_out_25,Road_Abrasion_in_25,Road_Abrasion_out_25,Industry_in_25,Industry_out_25,Domestic_in_25,Domestic_out_25,Rail_in_25,Rail_out_25,Other_in_25,Other_out_25,PM_secondary_25,Residual+Salt_25,Point_Sources_25
E08000025,404500,283500,6,2,13.22267,0,0.007588,0,6.3e-5,0.005834,0.013043,0.015609,0.028795,0.132936,0.445135,0.044444,0.173115,0.262939,1.601161,0.109355,0.690056,0.005083,0.009968,0.10958,0.249814,4.725469,4.475224,0.117452
E08000025,405500,283500,6,2,12.85475,0,0.007636,0,7.6e-5,0.007745,0.013489,0.004679,0.029895,0.119381,0.448545,0.040036,0.174462,0.086735,1.643528,0.043165,0.680803,0,0.011886,0.006186,0.274224,4.747222,4.346464,0.168588
E08000025,406500,283500,6,2,12.76077,0,0.007702,0,7.9e-5,0.004109,0.014096,0.005666,0.02915,0.096982,0.453419,0.032363,0.176482,0.11048,1.610585,0.066478,0.676516,0,0.011966,0.007027,0.256922,4.747222,4.327865,0.125665
E08000025,407500,283500,6,2,12.94728,0,0.007797,0,8.2e-5,0.003744,0.014062,0.013088,0.029374,0.136595,0.455885,0.045572,0.177809,0.222201,1.647295,0.128003,0.703899,0.002682,0.012799,0.016454,0.259259,4.747222,4.201495,0.121961
E08000025,408500,283500,6,2,13.08326,0,0.007922,0,8.7e-5,0,0.01386,0.01112,0.030699,0.101621,0.46429,0.033595,0.181102,0.424886,1.6845,0.236287,0.731367,0.001722,0.013357,0.035829,0.268475,4.747222,3.970564,0.124753
E08000025,409500,283500,6,2,13.61391,0,0.008052,0,9.2e-5,0.005747,0.012965,0.009313,0.03061,0.125004,0.460089,0.042069,0.180079,0.51773,1.716855,0.274098,0.751754,0,0.013491,0.066088,0.283215,4.747222,4.221308,0.148127
E08000025,410500,283500,6,2,13.74162,0,0.008196,0,1.04e-4,0.005527,0.013618,0.009717,0.030103,0.140484,0.462164,0.047101,0.18134,0.343883,1.730439,0.321059,0.75257,0,0.013976,0.111834,0.313729,4.814784,4.283216,0.15778
E08000025,411500,283500,6,2,13.4556,0,0.008357,0,1.2e-4,0.008365,0.012902,0.009738,0.029864,0.171772,0.457216,0.057517,0.180224,0.290129,1.694453,0.294424,0.752351,0.008856,0.012546,0.039973,0.312538,4.814784,4.151085,0.14838200000000001
E08000025,412500,283500,6,2,12.96314,0,0.008563,0,1.42e-4,0.001753,0.012809,0.012133,0.029065,0.123064,0.45337,0.040801,0.179716,0.270313,1.594371,0.208924,0.747493,0.009757,0.012633,0.041192,0.269234,4.814784,3.977828,0.155186
E08000025,399500,282500,6,2,12.43677,0,0.012097,0,2.2e-5,0,0.009123,0.008158,0.019705,0.072887,0.351953,0.024141,0.156668,0.199566,1.260952,0.15726,0.5464,0,0.005141,0.073494,0.178626,4.667695,4.546861,0.146016
E08000025,400500,282500,6,2,12.34337,0,0.009006,0,2.4e-5,0,0.00878,0.008829,0.022003,0.083622,0.349904,0.02764,0.146372,0.339009,1.318455,0.161395,0.595725,0,0.005649,0.063011,0.191437,4.725469,4.140878,0.146168
E08000025,401500,282500,6,2,12.18124,0,0.007799,0,2.4e-5,0,0.008801,0.010177,0.024355,0.106151,0.365259,0.03526,0.147363,0.176927,1.40382,0.154592,0.634656,0,0.006281,0.014026,0.201547,4.725469,4.047991,0.110746
E08000025,402500,282500,6,2,12.24095,0,0.007468,0,2.4e-5,0,0.009567,0.007717,0.026609,0.076013,0.392736,0.025125,0.155398,0.201151,1.437512,0.207093,0.662618,0,0.007097,0.013926,0.203966,4.725469,3.969209,0.112249
E08000025,403500,282500,6,2,12.48505,0,0.007505,0,3.1e-5,0.001824,0.011255,0.009714,0.027361,0.115928,0.411794,0.038491,0.161874,0.227253,1.484066,0.187757,0.677678,0,0.008386,0.016261,0.221903,4.725469,4.0159,0.134596
E08000025,404500,282500,6,2,13.18657,0,0.007464,0,5.9e-5,0.007587,0.011941,0.010319,0.02811,0.163174,0.421418,0.054714,0.164971,0.413308,1.503232,0.213883,0.671245,0.00495,0.009512,0.100264,0.240228,4.725469,4.287324,0.147396
E08000025,405500,282500,6,2,12.70626,0,0.007498,0,7.2e-5,0.003201,0.013107,0.008357,0.028031,0.107215,0.431621,0.035503,0.168606,0.225199,1.562086,0.172185,0.685386,0,0.011616,0.021752,0.265781,4.747222,4.073967,0.137856
E08000025,406500,282500,6,2,12.31611,0,0.007547,0,7.5e-5,0,0.012703,0.005119,0.028354,0.050899,0.431811,0.016824,0.168932,0.104859,1.56684,0.096866,0.703147,8.16e-4,0.01202,0.007165,0.251294,4.747222,3.992583,0.111032
E08000025,407500,282500,6,2,12.73119,0,0.007611,0,7.9e-5,0.004329,0.012282,0.008285,0.02895,0.100071,0.432831,0.03373,0.169691,0.205381,1.573163,0.149136,0.713184,0.005153,0.011377,0.017735,0.245647,4.747222,4.152981,0.112351
E08000025,408500,282500,6,2,12.60267,0,0.007696,0,8.2e-5,0,0.012403,0.010581,0.028973,0.100349,0.433643,0.033202,0.170392,0.220562,1.595218,0.147851,0.728162,0,0.011843,0.015958,0.249593,4.747222,3.971295,0.117641
E08000025,409500,282500,6,2,12.78894,0,0.007776,0,8.8e-5,0.001786,0.011807,0.009705,0.028924,0.102033,0.432057,0.033987,0.170076,0.24258,1.615663,0.146196,0.736311,0,0.01106,0.018963,0.262816,4.747222,4.084278,0.125604
E08000025,410500,282500,6,2,13.23172,0,0.007912,0,9.7e-5,0.004536,0.012414,0.012395,0.028781,0.156123,0.43797,0.052178,0.172562,0.395641,1.59005,0.264618,0.731286,7.08e-4,0.011175,0.189243,0.250743,4.814784,3.972209,0.126295
E08000025,411500,282500,6,2,12.89699,0,0.008076,0,1.12e-4,0.004809,0.012043,0.01111,0.028886,0.159773,0.436564,0.053398,0.172634,0.233875,1.587528,0.22499,0.748368,3.92e-4,0.011809,0.017293,0.275795,4.814784,3.968013,0.126738
E08000025,412500,282500,6,2,12.6967,0,0.008303,0,1.33e-4,0.002217,0.010763,0.01021,0.028113,0.118121,0.419499,0.039296,0.167703,0.250155,1.507942,0.257994,0.711649,4.16e-4,0.012288,0.019415,0.24827,4.814784,3.919002,0.150434
E08000025,399500,281500,6,2,12.03883,0,0.011517,0,2.2e-5,0,0.00781,0.008285,0.01761,0.084771,0.314879,0.028171,0.141905,0.187725,1.155389,0.143068,0.498167,0,0.004966,0.014111,0.169251,4.667695,4.437745,0.145738
E08000025,400500,281500,6,2,11.81157,0,0.008526,0,2.3e-5,0,0.007895,0.003287,0.020863,0.03082,0.328432,0.010523,0.137654,0.080405,1.267124,0.055553,0.560638,0,0.005551,0.005786,0.179955,4.725469,4.23666,0.14641
E08000025,401500,281500,6,2,12.0139,0,0.007618,0,2.3e-5,0,0.008221,0.010207,0.022909,0.103585,0.345528,0.034321,0.140402,0.210442,1.3111679999999999,0.171712,0.588887,0,0.006299,0.014888,0.185396,4.725469,4.015793,0.111035
E08000025,402500,281500,6,2,12.22687,0,0.007366,0,2.4e-5,0,0.009399,0.010235,0.025508,0.101916,0.379606,0.033687,0.150897,0.263195,1.366229,0.207591,0.630369,0,0.007227,0.018588,0.193607,4.725469,3.977646,0.118313
E08000025,403500,281500,6,2,12.28862,0,0.007418,0,3.1e-5,0.005242,0.00993,0.006905,0.026799,0.112823,0.395941,0.037832,0.156422,0.127138,1.441076,0.071126,0.668502,0,0.0085,0.007996,0.212938,4.725469,4.142854,0.123674
E08000025,404500,281500,6,2,12.60627,0,0.007377,0,5.8e-5,0.002739,0.011505,0.006758,0.026868,0.092723,0.407601,0.030899,0.160279,0.142883,1.483643,0.097155,0.677992,0.002624,0.009571,0.030975,0.245888,4.725469,4.326837,0.116424
E08000025,405500,281500,6,2,12.79988,0,0.007403,0,7.2e-5,0.004036,0.011493,0.008102,0.026773,0.113684,0.40558,0.037658,0.159738,0.224726,1.511678,0.257155,0.680355,0.001994,0.011741,0.045942,0.265391,4.747222,4.152116,0.127022
E08000025,406500,281500,6,2,12.54763,0,0.007441,0,7.4e-5,0.001396,0.011396,0.008851,0.027154,0.095823,0.407811,0.031721,0.160778,0.20202,1.525052,0.219023,0.709705,0.005031,0.011242,0.014908,0.258037,4.747222,3.992867,0.110078
E08000025,407500,281500,6,2,12.89736,0,0.007493,0,7.8e-5,0.006311,0.011011,0.012312,0.027146,0.155362,0.405742,0.052151,0.160534,0.261543,1.501615,0.286686,0.69665,0,0.011256,0.019394,0.240098,4.747222,4.188746,0.106017
E08000025,408500,281500,6,2,12.35428,0,0.007513,0,7.8e-5,0.002781,0.011002,0.007786,0.027699,0.107869,0.408396,0.035966,0.161603,0.117605,1.507002,0.121087,0.715793,0,0.009924,0.008567,0.236109,4.747222,4.013783,0.106499
E08000025,409500,281500,6,2,12.36019,0,0.007578,0,8.3e-5,0.00251,0.010456,0.008319,0.027174,0.107929,0.402089,0.035956,0.159649,0.178672,1.492583,0.141215,0.697731,2.7e-4,0.009631,0.01364,0.238036,4.747222,3.97215,0.107303
E08000025,410500,281500,6,2,12.60643,0,0.007705,0,9.8e-5,0.00828,0.01023,0.01071,0.027218,0.178233,0.401852,0.059897,0.159974,0.236268,1.491747,0.147302,0.7067,7.56e-4,0.009638,0.018125,0.245076,4.814784,3.962253,0.10959
E08000025,411500,281500,6,2,12.57178,0,0.007875,0,1.13e-4,0.001619,0.011181,0.010104,0.027455,0.108365,0.414097,0.036014,0.164734,0.316104,1.45279,0.268122,0.687909,0,0.009793,0.025266,0.233605,4.814784,3.873272,0.108578
E08000025,400500,280500,6,35,12.05581,0,0.008343,0,2.1e-5,0,0.007472,0.001524,0.019497,0.015658,0.309741,0.006501,0.130772,0.025598,1.192172,0.013401,0.525428,0,0.005592,0.00184,0.165044,4.725469,4.755177,0.146557
E08000025,401500,280500,6,2,11.90677,0,0.007434,0,2.1e-5,0,0.008377,0.009562,0.022088,0.099632,0.336447,0.033007,0.136979,0.177726,1.266514,0.119201,0.57814,0,0.006639,0.013878,0.176234,4.725469,4.079541,0.109887
E08000025,402500,280500,6,2,12.19793,0,0.007284,0,2.1e-5,0.004254,0.008728,0.009647,0.025089,0.133699,0.368323,0.044662,0.146991,0.16537,1.335716,0.108274,0.628017,0,0.008128,0.011769,0.189379,4.725469,4.163133,0.113982
E08000025,403500,280500,6,2,12.27047,0,0.007393,0,2.8e-5,0.001921,0.009748,0.0086,0.025845,0.102643,0.384197,0.034125,0.152624,0.176678,1.373366,0.13244,0.636102,0,0.009824,0.011924,0.208541,4.725469,4.1541,0.114902
E08000025,404500,280500,6,2,12.45516,0,0.00737,0,5.6e-5,0.002695,0.010347,0.006586,0.026054,0.082967,0.388974,0.02767,0.15416,0.19074,1.436514,0.164811,0.648348,0,0.011335,0.014009,0.291317,4.725469,4.149808,0.115936
E08000025,405500,280500,6,2,12.80674,0,0.007379,0,6.8e-5,0.0054,0.010076,0.007481,0.025765,0.11265,0.382663,0.037546,0.152145,0.228572,1.439089,0.20088,0.667884,0.007899,0.010498,0.10296,0.28776,4.747222,4.248382,0.124428
E08000025,406500,280500,6,2,12.53943,0,0.007414,0,7.1e-5,9.38e-4,0.010352,0.009795,0.025915,0.100471,0.386411,0.033236,0.15376,0.306443,1.431494,0.21848,0.683226,0.00208,0.010964,0.023527,0.269246,4.747222,4.011639,0.106744
E08000025,407500,280500,6,2,12.50371,0,0.007472,0,7.4e-5,0.003831,0.010271,0.009188,0.026,0.120044,0.387677,0.04014,0.154794,0.220838,1.42634,0.174974,0.686567,0,0.009498,0.017666,0.239001,4.747222,4.123695,0.098408
E08000025,408500,280500,6,2,12.19069,0,0.007431,0,7.4e-5,0,0.010185,0.007612,0.025669,0.072351,0.383507,0.023915,0.153374,0.195419,1.40814,0.182868,0.675945,0,0.00871,0.014551,0.228998,4.747222,3.948682,0.096041
E08000025,409500,280500,6,2,12.21793,0,0.007482,0,8e-5,0,0.009398,0.007332,0.025469,0.068752,0.375664,0.022725,0.150786,0.214824,1.393504,0.19504,0.670119,6.14e-4,0.008555,0.015534,0.227608,4.747222,3.981793,0.09543
E08000025,410500,280500,6,2,12.19728,0,0.007601,0,1.01e-4,0.002823,0.009239,0.008503,0.025787,0.104402,0.377714,0.0348,0.151824,0.230545,1.387331,0.155356,0.673174,2.86e-4,0.008764,0.01649,0.219675,4.814784,3.868649,0.099431
E08000025,411500,280500,6,2,12.29493,0,0.007783,0,1.17e-4,0.004357,0.009435,0.010576,0.025664,0.140154,0.377571,0.046791,0.15241,0.239915,1.36165,0.169882,0.647254,0,0.008742,0.017794,0.21151,4.814784,3.941394,0.107146
E08000025,400500,279500,6,35,11.80264,0,0.007484,0,1.6e-5,0,0.007025,0.004227,0.019387,0.040704,0.299094,0.013569,0.124535,0.104412,1.075993,0.119741,0.5001,0,0.00518,0.014889,0.14071,4.82802,4.347213,0.150344
E08000025,401500,279500,6,2,12.35666,0,0.007296,0,1.8e-5,0.003756,0.008046,0.009541,0.021982,0.123825,0.332152,0.041322,0.135154,0.249354,1.221879,0.273296,0.559093,0,0.007923,0.018784,0.17121,4.82802,4.229086,0.114926
E08000025,402500,279500,6,2,12.32379,0,0.007265,0,1.9e-5,0.001835,0.00878,0.012353,0.023948,0.137806,0.356706,0.045784,0.14325,0.190124,1.293439,0.177555,0.615942,0.003814,0.009163,0.013629,0.187037,4.82802,4.151822,0.115502
E08000025,403500,279500,6,2,12.25747,0,0.007422,0,2.6e-5,0,0.008934,0.010009,0.024922,0.09914,0.367391,0.032805,0.147249,0.220593,1.331892,0.157021,0.622345,0.008272,0.009162,0.018885,0.224933,4.82802,4.027366,0.111078
E08000025,404500,279500,6,2,13.07757,0,0.007391,0,5.4e-5,0.004949,0.008794,0.010015,0.024537,0.118788,0.363455,0.03974,0.145835,0.325377,1.332436,0.112403,0.631181,0.008315,0.009546,0.430195,0.209931,4.82802,4.351519,0.115097
E08000025,405500,279500,6,2,12.54771,0,0.007394,0,6.6e-5,0.00103,0.00943,0.007545,0.024549,0.073821,0.365975,0.024507,0.146829,0.159401,1.373616,0.143087,0.633119,0.003263,0.010253,0.154109,0.290966,4.850137,4.169738,0.098872
E08000025,406500,279500,6,2,12.4,0,0.007423,0,6.8e-5,0,0.009095,0.010581,0.02364,0.09952,0.354996,0.032895,0.1436,0.229673,1.322637,0.201521,0.628111,0,0.009416,0.068006,0.252236,4.850137,4.056495,0.099958
E08000025,407500,279500,6,2,12.65331,0,0.007462,0,7.2e-5,0.004506,0.009206,0.007825,0.023662,0.116128,0.356645,0.038932,0.145236,0.160331,1.314115,0.113901,0.640519,0,0.008257,0.063308,0.222146,4.850137,4.479317,0.091604
E08000025,408500,279500,6,2,12.37633,0,0.007361,0,7.3e-5,0,0.00925,0.00775,0.023557,0.068583,0.354968,0.02267,0.144284,0.300191,1.289184,0.209889,0.633507,0,0.00788,0.063023,0.212422,4.850137,4.081762,0.089848
E08000025,409500,279500,6,2,12.35156,0,0.0074,0,7.8e-5,0,0.008228,0.008944,0.023273,0.083814,0.341895,0.027705,0.139633,0.241808,1.290006,0.244783,0.628978,0,0.007876,0.068385,0.210409,4.850137,4.077147,0.091061
E08000025,410500,279500,6,2,12.35308,0,0.007508,0,1.19e-4,0,0.008253,0.010894,0.023477,0.10164,0.344374,0.033604,0.140735,0.24242,1.279137,0.223218,0.620625,9.24e-4,0.007889,0.017807,0.214834,4.919196,4.059596,0.096824
E08000025,398500,278500,6,35,11.7649,7.55e-4,0.011641,0,1.5e-5,0,0.006643,0.007724,0.014238,0.083161,0.270836,0.029757,0.128285,0.14836,0.988025,0.104184,0.428528,0,0.004296,0.010489,0.128754,4.73415,4.523468,0.141586
E08000025,399500,278500,6,2,11.94762,0,0.008671,0,1.5e-5,0,0.007153,0.010714,0.017002,0.103423,0.28206,0.034186,0.123031,0.196461,1.05549,0.135782,0.478429,0,0.004872,0.019282,0.136417,4.73415,4.45683,0.143647
E08000025,400500,278500,6,2,12.0931,0,0.00772,0,1.7e-5,0,0.008028,0.008774,0.019631,0.088339,0.310909,0.0292,0.129717,0.187445,1.132138,0.113606,0.530215,0,0.006204,0.02311,0.1517,4.82802,4.360801,0.157523
E08000025,401500,278500,6,2,12.30868,0,0.007325,0,1.7e-5,0.005346,0.007638,0.010663,0.021303,0.152051,0.322131,0.050809,0.131951,0.22201099999999999,1.180488,0.19323100000000001,0.562563,0.004936,0.008595,0.021407,0.164305,4.82802,4.288248,0.125645
E08000025,402500,278500,6,2,12.16766,0,0.007365,0,1.8e-5,0,0.008297,0.010313,0.023058,0.099454,0.345144,0.032874,0.139881,0.252599,1.215919,0.199421,0.591146,0.006208,0.009314,0.019778,0.181192,4.82802,4.083908,0.113748
E08000025,403500,278500,6,2,12.1549,0,0.007524,0,2.5e-5,0,0.008212,0.009536,0.023358,0.092355,0.347691,0.030527,0.141219,0.243837,1.256146,0.158492,0.595472,0,0.009993,0.01798,0.225666,4.82802,4.05291,0.105933
E08000025,404500,278500,6,2,12.2688,0,0.007493,0,5.1e-5,0.002691,0.008126,0.007788,0.023103,0.103725,0.343084,0.034498,0.13962,0.16502,1.277144,0.118308,0.589641,0,0.009159,0.025598,0.264169,4.82802,4.213442,0.108128
E08000025,405500,278500,6,2,12.27379,0,0.007498,0,6.4e-5,7.97e-4,0.008108,0.009227,0.021491,0.099868,0.327222,0.033123,0.134535,0.239423,1.211809,0.172307,0.564223,0,0.008506,0.063244,0.242994,4.850137,4.173065,0.106152
E08000025,406500,278500,6,2,11.80103,0,0.00752,0,6.7e-5,0,0.008145,0.00572,0.020877,0.055099,0.322065,0.018226,0.133486,0.133714,1.180203,0.125887,0.562372,0,0.007811,0.009889,0.224091,4.850137,4.052217,0.083499
E08000025,407500,278500,6,2,12.20873,0,0.007498,0,7.1e-5,0.005176,0.008572,0.00643,0.020245,0.109307,0.318984,0.041,0.133466,0.143697,1.164259,0.128246,0.561731,0,0.007353,0.010908,0.203887,4.850137,4.405926,0.081843
E08000025,408500,278500,6,2,12.00376,0,0.007375,0,7.2e-5,0,0.008744,0.009077,0.0204,0.085608,0.318864,0.028294,0.133382,0.198336,1.178105,0.203861,0.575569,0,0.007169,0.015227,0.199152,4.850137,4.08156,0.08283
E08000025,399500,277500,6,2,12.25476,0,0.008093,0,1.6e-5,0.004696,0.00696,0.009317,0.016758,0.121039,0.27435,0.040486,0.119482,0.177223,1.052232,0.153621,0.493073,0,0.005211,0.014251,0.137028,4.73415,4.745934,0.140842
E08000025,400500,277500,6,2,12.25807,0,0.00755,0,1.6e-5,0.005349,0.007084,0.007904,0.018707,0.133057,0.292048,0.04455,0.123045,0.15293,1.069043,0.121161,0.507184,0,0.006714,0.011694,0.145699,4.82802,4.595649,0.180664
E08000025,401500,277500,6,2,12.14846,0,0.007321,0,1.6e-5,0.001526,0.007465,0.009343,0.019738,0.105704,0.306535,0.035099,0.126904,0.206532,1.090392,0.21406,0.514225,0.008916,0.008509,0.014953,0.156065,4.82802,4.353464,0.133667
E08000025,402500,277500,6,2,11.98849,0,0.007403,0,1.7e-5,0,0.007661,0.012736,0.019823,0.124752,0.308847,0.041265,0.128463,0.241251,1.108583,0.200167,0.5347,0,0.010225,0.027846,0.172761,4.82802,4.109285,0.104683
E08000025,403500,277500,6,2,12.25671,0,0.007563,0,2.4e-5,0.003132,0.00727,0.010213,0.019961,0.129748,0.307159,0.043132,0.128358,0.266143,1.114105,0.167074,0.528586,0,0.008221,0.136623,0.183792,4.82802,4.271465,0.096116
E08000025,404500,277500,6,2,12.03995,0,0.007562,0,5e-5,9.43e-4,0.007512,0.009323,0.019146,0.105368,0.301102,0.034914,0.126277,0.202024,1.110184,0.130974,0.513998,0,0.007529,0.068916,0.21004,4.82802,4.262765,0.093302
E08000025,400500,276500,6,2,11.67463,0,0.00778,0,1.6e-5,0,0.006773,0.006653,0.016432,0.073254,0.26948,0.02424,0.116347,0.068254,0.987959,0.052154,0.46861,0,0.007063,0.018402,0.133669,4.82802,4.44314,0.146386
