"Birmingham"

"Estimated Background Air Pollution Maps (base year 2021), downloaded from https://uk-air.defra.gov.uk/data/laqm-background-home.  Total annual mean concentrations based on 1 km x 1 km grid squares are provided. For further information please refer to the LAQM Support Helpdesk at https://laqm.defra.gov.uk/helpdesk/laqm-helpdesk.html "

Concentrations are as ug.m-3 NOx as NO2
Local_Auth_Code,x,y,geo_area,EU_zone_agglom_01,Total_NOx_25,Motorway_in_25,Motorway_out_25,Trunk_A_Rd_in_25,Trunk_A_Rd_out_25,Primary_A_Rd_in_25,Primary_A_Rd_out_25,Minor_Rd+Cold_Start_in_25,Minor_Rd+Cold_Start_out_25,Industry_in_25,Industry_out_25,Domestic_in_25,Domestic_out_25,Aircraft_in_25,Aircraft_out_25,Rail_in_25,Rail_out_25,Other_in_25,Other_out_25,Point_Sources_25,Rural_25
E08000025,410500,289500,6,2,26.97554,2.698192,1.760484,0,0.031688,0.516885,1.638001,0.312671,2.898853,8.76e-4,3.969704,0.500859,2.441053,0,0.076889,0.699654,0.791501,0.84084,2.317022,2.122862,3.357507
E08000025,411500,289500,6,2,24.74922,2.647538,1.698647,0,0.033483,0.911925,1.489765,0.382785,2.76054,0.002345,3.203744,0.386643,2.309969,0,0.079962,0.686714,0.785539,0.012962,2.207939,1.791216,3.357507
E08000025,412500,289500,6,2,22.57716,1.804939,1.695258,0,0.035267,0.157729,1.52456,0.631478,2.675788,0.005995,2.924957,0.337968,2.314848,0,0.087437,0.384998,0.786575,0.012865,2.135538,1.70345,3.357507
E08000025,413500,289500,6,2,20.62848,0,1.768557,0,0.037028,0.587906,1.333811,0.93493,2.620818,0.00717,2.568568,0.331531,2.42503,0,0.115063,0,0.789716,0.0115,2.152237,1.587111,3.357507
E08000025,404500,288500,6,2,20.49854,0,1.009415,0,0.016012,0.289003,1.619257,0.764869,2.844682,0.004418,2.732832,0.78396,2.535324,0,0.050433,0.266899,0.534517,0.241803,2.51721,1.303339,2.984563
E08000025,405500,288500,6,2,22.56747,0,1.037799,0,0.018394,0.657792,1.73761,1.125161,2.928654,0.643923,2.822358,0.32616,2.823866,0,0.055008,0.141859,0.562731,0.539532,2.419659,1.413346,3.313614
E08000025,406500,288500,6,2,26.9623,0,1.172415,0,0.020229,0.673129,2.006181,1.08015,3.192813,1.367017,3.011704,0.433783,3.159328,0,0.060266,0,0.589496,1.024304,2.628837,3.229036,3.313614
E08000025,407500,288500,6,2,30.24736,1.566324,1.22164,0,0.022361,2.54114,1.986192,1.031293,3.286357,0.716457,3.506951,0.658797,3.491778,0,0.0662,0,0.640777,1.785711,2.656119,1.755652,3.313614
E08000025,408500,288500,6,2,26.12135,0,1.599643,0,0.024047,0.369357,2.214594,1.191236,3.132895,0.020107,3.883821,0.370015,3.119491,0,0.072803,0.037746,0.887214,1.332265,2.775456,1.777052,3.313614
E08000025,409500,288500,6,2,30.21316,0,1.521629,0,0.025855,0.470409,1.729569,0.989905,3.011791,3.928093,2.815817,0.279744,2.688623,0,0.080157,0.781428,0.931508,0.640433,2.687965,4.316622,3.313614
E08000025,410500,288500,6,2,23.45199,0,1.633197,0,0.02783,0,1.534755,1.144919,2.852336,0.005388,3.911308,0.397406,2.413838,0,0.088186,0.072388,1.009782,0.008363,2.389815,2.604972,3.357507
E08000025,411500,288500,6,2,20.82678,0,1.643291,0,0.029926,0.066324,1.381333,1.001406,2.765698,0.006468,3.073872,0.380883,2.270215,0,0.09552,0.031861,0.859067,0.019693,2.02706,1.816658,3.357507
E08000025,412500,288500,6,2,19.83774,0,1.524086,0,0.032083,0.301161,1.277353,0.93789,2.687459,0.007046,2.684205,0.394757,2.153726,0,0.101885,0,0.782355,0.010183,1.90846,1.67759,3.357507
E08000025,413500,288500,6,2,18.5576,0,1.360678,0,0.034227,0,1.21313,0.923559,2.654347,0.012378,2.450821,0.25615,2.09974,0,0.119373,0,0.725784,0.017482,1.820233,1.51219,3.357507
E08000025,414500,288500,6,2,17.7906,0,1.325142,0,0.036188,0,1.045581,0.680084,2.631435,0.011106,2.245361,0.189153,1.98196,0,0.18298,0,0.670525,0.008115,1.84117,1.584296,3.357507
E08000025,415500,288500,6,2,17.78304,0,1.346532,0,0.03842,0,0.914628,0.849571,2.489792,0.006859,2.177818,0.33414,1.795136,0,0.330796,0,0.597297,0.012479,1.797491,1.527201,3.564876
E08000025,403500,287500,6,2,18.89879,0,0.930617,0,0.008662,0.466325,1.572288,0.983944,2.76386,0.005382,2.488845,0.518543,2.373056,0,0.046853,0,0.456529,0.008813,2.188386,1.10212,2.984563
E08000025,404500,287500,6,2,22.52341,0,0.924808,0,0.013158,0.525033,1.596419,1.041884,2.845433,0.072213,2.514164,1.540342,2.51957,0,0.050939,0.372903,0.456135,0.565138,2.186233,2.31447,2.984563
E08000025,405500,287500,6,2,24.48172,0,0.95091,0,0.015575,0.952725,1.789307,0.958523,3.022094,1.054322,2.69139,0.890413,3.114758,0,0.055769,0.218834,0.582485,1.077999,2.39021,1.40279,3.313614
E08000025,406500,287500,6,2,29.75772,0,1.035439,0,0.017413,1.333062,2.032982,2.03622,3.152838,1.480564,2.951547,1.905442,3.81499,0,0.061543,0.172518,0.680556,1.586004,2.586505,1.596485,3.313614
E08000025,407500,287500,6,2,33.42361,0,1.161522,0,0.019561,1.90924,2.037057,1.929752,3.277951,2.313452,3.070498,3.504233,3.585162,0,0.068451,0.058207,0.90183,0.692997,2.877454,2.702629,3.313614
E08000025,408500,287500,6,2,26.58751,0,1.164635,0,0.021668,1.148273,2.105543,0.913797,3.225745,0.013928,3.673719,0.483502,3.406037,0,0.076635,1.081767,0.864079,0.613362,2.771052,1.710159,3.313614
E08000025,409500,287500,6,2,25.44277,0,1.166198,0,0.023519,0,1.818001,0.890687,3.032214,0.044451,3.504388,0.381211,2.673524,0,0.086287,0.860337,0.966758,0.622717,2.541905,3.516955,3.313614
E08000025,410500,287500,6,2,21.46696,0,1.20254,0,0.025587,0,1.432911,0.975559,2.914738,0.006345,3.246515,0.47335700000000003,2.382918,0,0.097896,0.238405,0.88961,0.099792,2.274903,1.848383,3.357507
E08000025,411500,287500,6,2,19.93876,0,1.219809,0,0.027873,0,1.286072,0.788766,2.825817,0.007053,2.85586,0.431435,2.235451,0,0.111201,0.273934,0.720987,0.018627,1.987826,1.790543,3.357507
E08000025,412500,287500,6,2,19.18906,0,1.199792,0,0.030379,0.233103,1.189362,0.673774,2.73003,0.006312,2.513898,0.314639,2.119125,0,0.124885,0.308234,0.669388,0.250626,1.808575,1.659428,3.357507
E08000025,413500,287500,6,2,18.83513,0,1.170136,0,0.033085,0.148642,1.124495,0.851859,2.638267,0.009627,2.324188,0.614978,1.959974,0,0.140736,0.428923,0.621371,0.053067,1.817245,1.541029,3.357507
E08000025,414500,287500,6,2,20.07174,0,1.176858,0,0.036545,0,1.003149,0.739748,2.607804,0.008573,2.18999,0.328887,1.925359,0,0.190106,0.260759,0.623589,0.683305,1.718773,3.220783,3.357507
E08000025,415500,287500,6,35,18.54414,0,1.192742,0,0.039844,0,0.881939,0.52145300000000006,2.504591,0.755917,2.111012,0.240506,1.789674,0,0.366488,0,0.629839,0.418913,1.96436,1.561988,3.564876
E08000025,402500,286500,6,2,17.74063,0,0.878102,0,0.005924,1.045483,1.395814,0.874779,2.574623,0.005107,2.209831,0.675448,2.015644,0,0.043617,0,0.327052,0.025229,1.761061,0.918354,2.984563
E08000025,403500,286500,6,2,18.29007,0,0.878989,0,0.006623,0.600351,1.525144,1.144309,2.687154,0.005332,2.253986,0.553271,2.337376,0,0.047188,0,0.376591,0.016394,1.834521,1.038274,2.984563
E08000025,404500,286500,6,2,19.13054,0,0.877724,0,0.010432,0.272384,1.619834,0.934808,2.857162,0.003708,2.34798,0.523647,2.781853,0,0.051386,0,0.46601,0.167842,2.036618,1.194585,2.984563
E08000025,405500,286500,6,2,24.6144,0,0.898137,0,0.012784,1.477513,1.614955,1.264596,2.979312,0.38242,2.551083,1.802747,3.147882,0,0.056376,0.208737,0.575368,0.658513,2.311192,1.359177,3.313614
E08000025,406500,286500,6,2,32.33333,0,0.93485,0,0.014554,1.15914,2.060324,2.167488,3.051594,0.835751,2.770955,5.458796,3.1642420000000002,0,0.06242,0.641067,0.637289,0.871467,2.452025,2.737754,3.313614
E08000025,407500,286500,6,2,28.70063,0,0.965014,0,0.016624,0,2.262378,1.80532,3.15195,1.656196,2.891656,1.9034,3.834391,0,0.069844,1.196854,0.692752,0.851463,2.603276,1.485896,3.313614
E08000025,408500,286500,6,2,26.08758,0,0.995232,0,0.018655,1.940049,1.9334,1.206803,3.072337,0.417724,3.107485,0.41757,3.173856,0,0.079073,0.480554,0.994701,0.920829,2.56969,1.446009,3.313614
E08000025,409500,286500,6,2,23.07304,0,1.019218,0,0.020449,0,1.921979,1.233958,2.945569,0.751358,2.936286,0.616025,2.58491,0,0.090747,0.158716,0.97546600000000006,0.638835,2.434294,1.431612,3.313614
E08000025,410500,286500,6,2,22.17226,0,1.048022,0,0.0225,0,1.474457,1.078673,2.857234,1.956175,2.597155,0.433528,2.394562,0,0.105794,0,0.81788400000000006,0.126378,2.22858,1.673813,3.357507
E08000025,411500,286500,6,2,20.6654,0,1.063487,0,0.024828,0,1.334658,0.978829,2.748576,0.005359,2.721001,0.375602,2.203674,0,0.124774,0,0.692767,0.01963,2.036787,2.977919,3.357507
E08000025,412500,286500,6,2,18.26486,0,1.070114,0,0.027487,0,1.261171,0.87051,2.662682,0.00665,2.370118,0.251558,2.07545,0,0.149041,0,0.650628,0.013297,1.887186,1.611457,3.357507
E08000025,413500,286500,6,2,18.0551,0,1.072285,0,0.031075,0.328013,1.104725,0.805978,2.647587,0.005792,2.224894,0.357557,1.959796,0,0.179229,0,0.631311,0.016273,1.842571,1.490507,3.357507
E08000025,414500,286500,6,2,17.93211,0,1.095209,0,0.035881,0,1.016368,1.037613,2.597456,0.006013,2.161863,0.383587,1.876874,0,0.227056,0.146625,0.586052,0.021104,1.919017,1.463889,3.357507
E08000025,415500,286500,6,2,20.04169,0,1.108773,0,0.040594,0,0.876681,0.741843,2.496315,0.937077,1.99455,0.306474,1.756057,0,0.41956,0.366877,0.521755,1.806351,1.632636,1.471272,3.564876
E08000025,416500,286500,6,2,17.61671,0,1.157252,0,0.0471,0,0.799934,0.827993,2.257635,0.00617,2.045343,0.388506,1.591558,0,0.930019,0.022401,0.583314,0.035315,1.856691,1.502605,3.564876
E08000025,402500,285500,6,2,15.82259,0,0.846796,0,0.004112,0.392462,1.4385,0.523177,2.544955,0.004748,2.030205,0.222337,1.996476,0,0.044352,0,0.301224,0.012051,1.608454,0.868178,2.984563
E08000025,403500,285500,6,2,16.7833,0,0.844627,0,0.004428,0.300091,1.425106,0.803826,2.685118,0.004118,2.077815,0.304373,2.294805,0,0.047992,0,0.344058,0.011376,1.691783,0.959223,2.984563
E08000025,404500,285500,6,2,18.67619,0,0.843024,0,0.007553,0.483123,1.428808,1.055323,2.75386,0.004448,2.198363,0.480829,2.783659,0,0.052283,0,0.436586,0.011784,1.954768,1.197211,2.984563
E08000025,405500,285500,6,2,21.37856,0,0.856237,0,0.008926,0.073533,1.674008,1.325388,2.785606,0.065542,2.331357,0.832534,3.085976,0,0.057404,0.252738,0.509041,0.69555,2.068128,1.442982,3.313614
E08000025,406500,285500,6,2,23.42699,0,0.874719,0,0.009333,2.365944,1.694584,0.86317,2.944266,0.005236,2.541299,0.793083,3.431177,0,0.063643,0.018663,0.653686,0.169898,2.283826,1.400846,3.313614
E08000025,407500,285500,6,2,24.1263,0,0.890782,0,0.011039,1.433326,1.961071,0.915558,2.948121,0.868857,2.56429,0.474806,3.205615,0,0.071379,0,0.746115,1.220252,2.191958,1.309527,3.313614
E08000025,408500,285500,6,2,24.06128,0,0.912279,0,0.012708,1.82802,1.845914,0.894508,2.930062,0.654803,2.628005,0.39004,2.785742,0,0.081175,0.57507,0.720186,0.87769,2.327273,1.284194,3.313614
E08000025,409500,285500,6,2,21.88845,0,0.935114,0,0.014164,0.910304,1.771883,0.994263,2.891722,0.018863,2.749326,0.445734,2.506218,0,0.094029,0.457289,0.752575,0.360927,2.40007,1.272356,3.313614
E08000025,410500,285500,6,2,20.24783,0,0.958226,0,0.015916,0.243573,1.577597,0.750333,2.785074,0.006219,2.591743,0.581718,2.251156,0,0.111608,0,0.793418,0.012672,2.397382,1.813685,3.357507
E08000025,411500,285500,6,2,20.21708,0,0.972983,0,0.018018,0.650821,1.350986,0.670828,2.700052,0.006874,2.581215,0.319298,2.145599,0,0.135804,0,0.659878,0.029732,2.417414,2.200073,3.357507
E08000025,412500,285500,6,2,18.52124,0,0.987503,0,0.02056,0.330819,1.382578,0.660541,2.644831,0.006853,2.329528,0.316393,2.018763,0,0.170673,0,0.594171,0.011165,2.081385,1.607977,3.357507
E08000025,413500,285500,6,2,17.87684,0,1.001243,0,0.024916,0.119513,1.269498,0.976484,2.616987,0.006417,2.129299,0.347231,1.913985,0,0.224131,0,0.56146,0.060515,1.850345,1.41731,3.357507
E08000025,414500,285500,6,2,17.73304,0,1.035247,0,0.030186,0,1.09537,1.177536,2.569575,0.006267,2.128539,0.376844,1.840873,0,0.311526,0,0.545083,0.010953,1.890158,1.357381,3.357507
E08000025,415500,285500,6,2,17.53074,0,1.049293,0,0.036008,0,0.909074,0.694117,2.493744,0.008248,2.116673,0.270419,1.726153,0,0.558533,0,0.543051,0.01847,1.901706,1.640372,3.564876
E08000025,399500,284500,6,2,17.55227,1.811915,1.182031,0,0.004139,0.900199,1.254603,0.749176,2.062019,0.00763,2.109906,0.313163,1.514042,0,0,0,0.226425,0.05391,1.583404,0.815979,2.963725
E08000025,400500,284500,6,2,15.87686,0,1.247871,0,0.004249,0.017709,1.317611,1.270783,2.154979,0.005579,1.959212,0.355046,1.613571,0,0.02048,0,0.242516,0.015625,1.541136,0.837577,3.272911
E08000025,401500,284500,6,2,15.92465,0,0.89356,0,0.004002,0.486974,1.197769,1.003189,2.354469,0.005707,1.918705,0.416312,1.740777,0,0.042485,0,0.261692,0.011921,1.525921,0.788254,3.272911
E08000025,402500,284500,6,2,16.01228,0,0.82037,0,0.003514,0.492117,1.21017,0.766409,2.466274,0.005275,1.867103,0.413429,1.913258,0,0.045771,0,0.288272,0.023329,1.539751,0.884326,3.272911
E08000025,403500,284500,6,2,17.52971,0,0.820229,0,0.003978,0.216145,1.329456,1.404248,2.516442,0.004932,1.943178,0.726902,2.226115,0,0.04959,0,0.333367,0.045083,1.632095,1.005036,3.272911
E08000025,404500,284500,6,2,19.15151,0,0.817506,0,0.007132,0,1.428202,0.586421,2.748192,0.00483,2.085201,0.470777,3.348621,0,0.054083,0.105275,0.419379,0.276719,1.942283,1.583979,3.272911
E08000025,405500,284500,6,2,19.24585,0,0.825512,0,0.008579,0,1.561617,0.497515,2.69189,0.005372,2.19081,0.336242,3.145884,0,0.059446,0.100288,0.485021,0.329219,2.027998,1.658821,3.32163
E08000025,406500,284500,6,2,20.18574,0,0.83532,0,0.008813,1.118486,1.626702,0.843897,2.641163,0.005873,2.272666,0.786263,2.710154,0,0.06598,0,0.518453,0.021639,2.043848,1.364854,3.32163
E08000025,407500,284500,6,2,19.82225,0,0.846068,0,0.009545,0.421686,1.803038,0.908898,2.742641,0.005867,2.351444,0.489305,2.681052,0,0.074107,0,0.571904,0.276309,2.047462,1.27129,3.32163
E08000025,408500,284500,6,2,20.77859,0,0.861688,0,0.011074,0.772997,1.633152,1.036326,2.783423,0.373188,2.367917,0.624885,2.491326,0,0.084447,0.15851,0.626166,0.263843,2.127588,1.240427,3.32163
E08000025,409500,284500,6,2,22.63619,0,0.881327,0,0.012378,0.870939,1.57792,1.27428,2.722992,1.14099,2.357318,0.584518,2.338115,0,0.09808,0.181859,0.659488,1.122638,2.098264,1.393451,3.32163
E08000025,410500,284500,6,2,23.30428,0,0.897512,0,0.013971,0.717715,1.506992,0.445215,2.751647,0.526856,2.435787,0.112885,2.229687,0,0.117157,0.629961,0.564474,1.279146,2.364154,3.344264,3.366863
E08000025,411500,284500,6,2,23.62636,0,0.912925,0,0.015918,0.399446,1.501889,0.897322,2.602815,1.941707,2.148075,0.355045,2.04277,0,0.145054,0.033366,0.680863,2.584252,2.076386,1.921659,3.366863
E08000025,412500,284500,6,2,19.85447,0,0.930552,0,0.018329,1.414731,1.267501,0.761452,2.630592,0.005117,2.25246,0.467408,1.956449,0,0.188766,0,0.636405,0.310218,2.210059,1.437568,3.366863
E08000025,413500,284500,6,2,18.55107,0,0.950337,0,0.023471,0.875722,1.205512,1.157972,2.548915,0.021852,2.010112,0.334794,1.880882,0,0.264199,0,0.570417,0.018686,1.908372,1.412964,3.366863
E08000025,414500,284500,6,2,18.39557,0,0.989957,0,0.029039,0.55704,1.072379,0.841181,2.580723,0.005916,2.19393,0.390224,1.810844,0,0.421625,0,0.508417,0.027826,2.097996,1.501612,3.366863
E08000025,415500,284500,6,2,19.17861,0,1.011798,0,0.035736,0,1.011624,1.026541,2.368931,0.007547,2.287427,0.319695,1.689822,0,0.973885,0,0.483391,0.020882,2.056422,2.473122,3.411784
E08000025,416500,284500,6,2,23.18554,0,1.046877,0,0.046041,0,0.925283,0.070851,2.192002,0.007178,1.95737,5.22e-4,1.550068,5.566279,1.81182,0,0.49388,0.002393,1.808195,2.295001,3.411784
E08000025,399500,283500,6,35,15.44655,1.511672,1.154686,0,0.002987,0.468687,1.142417,0.288953,1.943735,0.012922,1.880007,0.091079,1.416909,0,0,0,0.213616,0.038007,1.528244,0.788906,2.963725
E08000025,400500,283500,6,35,14.38426,0,1.130714,0,0.003134,0,1.090367,0.486033,2.114928,0.006992,1.886609,0.224538,1.5302,0,0.021005,0,0.231874,0.025485,1.538296,0.821178,3.272911
E08000025,401500,283500,6,2,14.5105,0,0.859324,0,0.003094,0,1.052228,0.733133,2.281802,0.007672,1.802251,0.254508,1.682432,0,0.043606,0,0.252836,0.013385,1.480681,0.770637,3.272911
E08000025,402500,283500,6,2,14.78282,0,0.804832,0,0.002972,0,1.117311,0.544687,2.428838,0.006513,1.791552,0.182546,1.916579,0,0.047042,0,0.281721,0.016316,1.471901,0.8971,3.272911
E08000025,403500,283500,6,2,17.51936,0,0.805929,0,0.003603,0.747344,1.15061,0.841837,2.512739,0.005378,1.859016,0.79636,2.339116,0,0.051032,0,0.331901,0.010518,1.610175,1.180892,3.272911
E08000025,404500,283500,6,2,28.03729,0,0.801433,0,0.006676,0.601537,1.356194,1.148496,2.533199,0.004604,1.927928,6.000524,2.092483,0,0.05571,0.214941,0.394526,0.988606,1.797142,4.840382,3.272911
E08000025,405500,283500,6,2,19.042,0,0.804467,0,0.008135,0.800681,1.401188,0.415052,2.588548,0.004977,2.093947,0.215399,3.209231,0,0.061276,0,0.471394,0.015727,2.041634,1.588713,3.32163
E08000025,406500,283500,6,2,17.70595,0,0.80943,0,0.008413,0.423854,1.464603,0.517513,2.539577,0.004281,2.130988,0.325008,2.48069,0,0.068042,0,0.469276,0.01254,1.867329,1.262779,3.32163
E08000025,407500,283500,6,2,18.68198,0,0.817222,0,0.008781,0.392613,1.461816,1.102043,2.561806,0.005407,2.141713,0.787324,2.350631,0,0.076465,0.099423,0.500669,0.021622,1.853661,1.179156,3.32163
E08000025,408500,283500,6,2,18.14466,0,0.828548,0,0.009258,0,1.441589,0.97033,2.672918,0.006779,2.192313,0.552686,2.34625,0,0.087227,0.063833,0.526218,0.031462,1.91418,1.17943,3.32163
E08000025,409500,283500,6,2,19.15605,0,0.840763,0,0.00988,0.598232,1.347789,0.788172,2.675819,0.191424,2.193883,0.582162,2.181898,0,0.101484,0,0.542263,0.312504,2.029031,1.439119,3.32163
E08000025,410500,283500,6,2,20.38086,0,0.854848,0,0.011063,0.570966,1.415652,0.847693,2.628839,0.798224,2.155403,0.388859,2.076303,0,0.121578,0,0.577537,0.850599,2.331724,1.384714,3.366863
E08000025,411500,283500,6,2,19.58617,0,0.870727,0,0.01272,0.868076,1.340709,0.854352,2.615776,0.005228,2.157982,0.482949,1.970346,0,0.151406,0.424773,0.515126,0.195474,2.357425,1.396235,3.366863
E08000025,412500,283500,6,2,18.46423,0,0.890426,0,0.015185,0.184054,1.330957,1.051584,2.549406,0.005425,2.033546,0.489839,1.890932,0,0.199137,0.455683,0.523077,0.262226,1.969592,1.246302,3.366863
E08000025,399500,282500,6,2,14.29143,0,1.302492,0,0.002322,0,0.968947,0.709814,1.728077,0.449416,1.764205,0.243499,1.288401,0,0,0,0.205244,0.596854,1.310057,0.758378,2.963725
E08000025,400500,282500,6,2,14.35413,0,0.96466,0,0.002463,0,0.928053,0.796133,1.938018,0.006855,1.771834,0.332411,1.436001,0,0.02114,0,0.226112,0.484174,1.37903,0.79434,3.272911
E08000025,401500,282500,6,2,14.23758,0,0.832455,0,0.002468,0,0.925846,0.968964,2.154434,0.007199,1.69162,0.298123,1.595415,0,0.043877,0,0.249903,0.020363,1.422727,0.751274,3.272911
E08000025,402500,282500,6,2,14.47149,0,0.793516,0,0.002477,0,1.002579,0.707481,2.359527,0.00535,1.675825,0.323028,1.786934,0,0.047317,0,0.281617,0.010835,1.403947,0.798144,3.272911
E08000025,403500,282500,6,2,16.00677,0,0.794343,0,0.003239,0.187755,1.174907,0.893631,2.405343,0.005814,1.75065,0.291467,2.189282,0,0.051306,0,0.333329,0.010904,1.562954,1.078929,3.272911
E08000025,404500,282500,6,2,19.01108,0,0.788049,0,0.006246,0.781007,1.244954,0.887429,2.455767,0.005881,1.848041,0.608608,2.608853,0,0.055977,0.209345,0.377974,0.780325,1.757354,1.322362,3.272911
E08000025,405500,282500,6,2,17.75255,0,0.789744,0,0.007664,0.336749,1.365493,0.73352,2.442818,0.005879,1.948551,0.491445,2.467522,0,0.061534,0,0.462658,0.059467,2.001445,1.256431,3.32163
E08000025,406500,282500,6,2,16.3953,0,0.792948,0,0.007941,0,1.326426,0.468521,2.475878,0.011429,2.032455,0.137227,2.280629,0,0.068315,0.03025,0.472435,0.01025,1.834326,1.124639,3.32163
E08000025,407500,282500,6,2,17.45832,0,0.797877,0,0.00831,0.455271,1.282721,0.703065,2.527054,0.005137,2.014817,0.553145,2.174842,0,0.076825,0.191042,0.447589,0.04698,1.759925,1.09209,3.32163
E08000025,408500,282500,6,2,16.93624,0,0.805465,0,0.008774,0,1.294949,0.942828,2.52943,0.005697,2.014299,0.388862,2.145332,0,0.087855,0,0.466819,0.017436,1.77274,1.134118,3.32163
E08000025,409500,282500,6,2,16.95682,0,0.812674,0,0.009355,0.185741,1.231226,0.855619,2.532969,0.005626,2.03232,0.326029,2.018889,0,0.102582,0,0.444463,0.014402,1.890405,1.17289,3.32163
E08000025,410500,282500,6,2,18.95836,0,0.826011,0,0.010307,0.469028,1.293133,1.088378,2.519602,0.005625,1.994236,0.387145,1.934957,0,0.123195,0.040704,0.456962,1.614143,1.779617,1.048454,3.366863
E08000025,411500,282500,6,2,17.49348,0,0.842404,0,0.011863,0.496088,1.254558,1.028193,2.523619,0.005782,1.931307,0.401973,1.869618,0,0.1528,0.022567,0.49189,0.011209,2.022612,1.060133,3.366863
E08000025,412500,282500,6,2,16.75554,0,0.86465,0,0.014187,0.229703,1.122311,0.913525,2.45798,0.006163,1.921464,0.324815,1.813422,0,0.198275,0.01945,0.514965,0.018837,1.824002,1.144932,3.366863
E08000025,399500,281500,6,2,13.53497,0,1.241073,0,0.002318,0,0.827601,0.775124,1.543004,0.946137,1.576271,0.274725,1.173701,0,0,0,0.198864,0.013446,1.262657,0.736319,2.963725
E08000025,400500,281500,6,2,12.74654,0,0.913435,0,0.002414,0,0.834695,0.301477,1.846892,0.008785,1.661488,0.249612,1.327348,0,0.020998,0,0.222948,0.006929,1.296651,0.779959,3.272911
E08000025,401500,281500,6,2,13.69437,0,0.812999,0,0.002423,0,0.865966,0.953116,2.032834,0.006561,1.586095,0.320063,1.480081,0,0.043571,0,0.251737,0.011138,1.303583,0.75129,3.272911
E08000025,402500,281500,6,2,14.40596,0,0.782326,0,0.002473,0,0.98574,0.937106,2.262894,0.005636,1.595098,0.342417,1.689252,0,0.046977,0,0.288239,0.011659,1.341583,0.841649,3.272911
E08000025,403500,281500,6,2,15.33741,0,0.784925,0,0.003286,0.537776,1.039714,0.610397,2.367716,0.004728,1.673715,0.312929,1.871975,0,0.050952,0,0.339286,0.009862,1.495299,0.961941,3.272911
E08000025,404500,281500,6,2,17.36298,0,0.778653,0,0.006237,0.283313,1.20163,0.616601,2.353953,0.004213,1.769191,0.286807,2.058946,0,0.055636,0.11097,0.381542,0.282293,1.812956,2.087135,3.272911
E08000025,405500,281500,6,2,17.41948,0,0.779655,0,0.007621,0.424705,1.201969,0.703538,2.34308,0.005017,1.945943,0.387403,2.093102,0,0.061254,0.084311,0.466575,0.340013,2.038623,1.215035,3.32163
E08000025,406500,281500,6,2,16.80796,0,0.781946,0,0.007892,0.147302,1.194366,0.782258,2.374716,0.005958,1.9919,0.347052,2.041451,0,0.068145,0.186522,0.445714,0.01255,1.946356,1.152202,3.32163
E08000025,407500,281500,6,2,17.14887,0,0.786035,0,0.008242,0.658471,1.154473,1.043613,2.378039,0.005237,1.925105,0.575087,1.948311,0,0.076782,0,0.442476,0.012487,1.759775,1.053108,3.32163
E08000025,408500,281500,6,2,15.96046,0,0.786922,0,0.008288,0.284453,1.153082,0.731093,2.419698,0.005813,1.863938,0.215578,1.953648,0,0.087841,0,0.393821,0.012024,1.697897,1.024734,3.32163
E08000025,409500,281500,6,2,15.80486,0,0.792767,0,0.008825,0.256685,1.094188,0.757022,2.382738,0.00498,1.902179,0.23261,1.835202,0,0.102249,0.015498,0.388373,0.01646,1.724567,0.968881,3.32163
E08000025,410500,281500,6,2,16.67627,0,0.805354,0,0.010468,0.853366,1.069502,0.930926,2.383611,0.00564,1.838858,0.368372,1.75972,0,0.121806,0.043354,0.393923,0.036166,1.780349,0.90799,3.366863
E08000025,411500,281500,6,2,15.82504,0,0.822558,0,0.012037,0.166763,1.167158,0.87454,2.40096,0.0065,1.771575,0.328778,1.74057,0,0.148524,0,0.404762,0.032789,1.683715,0.896945,3.366863
E08000025,400500,280500,6,35,11.87922,0,0.893364,0,0.002125,0,0.790714,0.161764,1.722983,0.018652,1.53469,0.020907,1.261536,0,0.020894,0,0.22524,0.003254,1.181163,0.769021,3.272911
E08000025,401500,280500,6,2,13.26706,0,0.792596,0,0.002148,0,0.882109,0.902453,1.95331,0.007379,1.523877,0.211443,1.431461,0,0.043379,0,0.266223,0.013737,1.236622,0.727406,3.272911
E08000025,402500,280500,6,2,14.6138,0,0.772825,0,0.002205,0.436402,0.917726,0.873435,2.224721,0.006216,1.547751,0.480168,1.574327,0,0.046825,0,0.325491,0.013676,1.315979,0.80314700000000006,3.272911
E08000025,403500,280500,6,2,14.80814,0,0.781754,0,0.003015,0.197045,1.022104,0.779641,2.28226,0.005274,1.612785,0.261295,1.748055,0,0.050859,0,0.393261,0.014782,1.491206,0.891896,3.272911
E08000025,404500,280500,6,2,16.43794,0,0.77763,0,0.005901,0.278698,1.084445,0.554955,2.28891,0.006223,1.802923,0.294639,2.052591,0,0.055609,0,0.453463,0.015628,2.312839,1.180568,3.272911
E08000025,405500,280500,6,2,18.90116,0,0.777126,0,0.007259,0.566588,1.056894,0.638666,2.256072,0.633962,1.884368,0.38029,1.985952,0,0.061259,0.316085,0.41763,0.97925,2.300836,1.317289,3.32163
E08000025,406500,280500,6,2,16.504,0,0.779319,0,0.007546,0.098997,1.088106,0.863404,2.269274,0.065321,1.878858,0.311657,1.876653,0,0.068059,0.077129,0.435059,0.058495,2.1381,1.166388,3.32163
