"Birmingham"

"Estimated Background Air Pollution Maps (base year 2021), downloaded from https://uk-air.defra.gov.uk/data/laqm-background-home.  Total annual mean concentrations based on 1 km x 1 km grid squares are provided. For further information please refer to the LAQM Support Helpdesk at https://laqm.defra.gov.uk/helpdesk/laqm-helpdesk.html "

Concentrations are as ug.m-3 gravimetric PM2.5
Local_Auth_Code,x,y,geo_area,EU_zone_agglom_01,Total_PM2.5_25,Motorway_in_25,Motorway_out_25,Trunk_A_Rd_in_25,Trunk_A_Rd_out_25,Primary_A_Rd_in_25,Primary_A_Rd_out_25,Minor_Rd+Cold_Start_in_25,Minor_Rd+Cold_Start_out_25,Brake_tyre_in_25,Brake_tyre_out_25,Road_Abrasion_in_25,Road_Abrasion_out_25,Industry_in_25,Industry_out_25,Domestic_in_25,Domestic_out_25,Rail_in_25,Rail_out_25,Other_in_25,Other_out_25,PM_secondary_25,Residual+Salt_25,Point_Sources_25
E08000025,417500,291500,6,35,7.541536,0,0.025239,0,5.53e-4,0,0.008355,0.002412,0.018692,0.008997,0.242189,0.003957,0.123932,0.023465,0.556123,0.195654,0.432816,0.01381,0.014831,0.003972,0.172445,4.230074,1.287492,0.176526
E08000025,403500,290500,6,2,8.49454,0,0.012102,0,2.69e-4,0.010654,0.013805,0.007443,0.027793000000000002,0.097076,0.261724,0.031905,0.10609,0.080791,1.047924,0.219117,0.743659,0,0.010256,0.027941,0.316505,4.151635,1.162645,0.165212
E08000025,404500,290500,6,2,8.505738,0,0.010765,0,3.08e-4,0.00432,0.014703,0.009571,0.029561,0.07217,0.270872,0.023602,0.107043,0.09376,1.025976,0.271869,0.771295,0,0.010303,0.032463,0.292835,4.151635,1.147873,0.164814
E08000025,405500,290500,6,2,8.340562,0,0.010692,0,3.29e-4,0.002752,0.015362,0.010237,0.031117,0.072223,0.282162,0.023577,0.110695,0.072307,0.976372,0.144089,0.779418,0.001073,0.010632,0.01836,0.286554,4.169239,1.154744,0.168628
E08000025,406500,290500,6,2,8.614522,0,0.011638,0,3.47e-4,0.020849,0.015394,0.00925,0.032829,0.173537,0.294157,0.057737,0.116104,0.082553,0.966688,0.192937,0.745556,7.05e-4,0.01091,0.028131,0.294042,4.169239,1.215252,0.176672
E08000025,407500,290500,6,2,8.488489,0,0.015467,0,3.67e-4,0.003827,0.018554,0.011064,0.032961,0.073436,0.326828,0.024133,0.13283,0.06324,0.961792,0.186904,0.728883,0.001626,0.011352,0.036344,0.313166,4.169239,1.180568,0.195912
E08000025,408500,290500,6,2,8.890959,0.013789,0.020226,0,3.75e-4,0.001694,0.017089,0.007416,0.032851,0.092132,0.334726,0.050681,0.142744,0.18085,0.953479,0.137363,0.708084,0.001337,0.012926,0.182201,0.307887,4.169239,1.338419,0.185452
E08000025,409500,290500,6,2,9.035878,0.062611,0.016485,0,3.89e-4,0.0051,0.016216,0.004997,0.032298,0.28029,0.314801,0.188626,0.130558,0.058831,1.016362,0.150137,0.693215,7.4e-4,0.015049,0.028849,0.330277,4.169239,1.313324,0.207485
E08000025,410500,290500,6,2,8.764434,0,0.024168,0,4.04e-4,0.010717,0.015666,0.008645,0.03072,0.108619,0.333964,0.035857,0.14926,0.084535,0.965309,0.218984,0.679808,2.46e-4,0.017343,0.046337,0.297189,4.184412,1.287569,0.264683
E08000025,411500,290500,6,2,8.607957,0,0.019151,0,4.19e-4,0.01133,0.015384,0.008448,0.029944,0.107291,0.313271,0.035464,0.135118,0.059218,0.898734,0.207967,0.666962,0,0.018714,0.082979,0.273625,4.184412,1.28535,0.254176
E08000025,412500,290500,6,2,8.664783,0.008721,0.017817,0,4.35e-4,0.008133,0.014894,0.008114,0.029339,0.121422,0.303986,0.054555,0.130153,0.024809,0.842122,0.020724,0.662291,0.006915,0.017868,0.155418,0.271439,4.184412,1.324763,0.456458
E08000025,413500,290500,6,2,8.866405,0.026337,0.015339,0,4.51e-4,0.01763,0.013432,0.006364,0.028879,0.248559,0.284533,0.125839,0.119877,0.063273,0.832583,0.081045,0.618514,0.015556,0.016364,0.327448,0.258824,4.184412,1.334717,0.24643
E08000025,414500,290500,6,2,8.305304,0.026678,0.016408,0,4.67e-4,0.003775,0.013146,0.00583,0.028102,0.157853,0.285441,0.097188,0.122135,0.045659,0.751716,0.069197,0.60177,0.015562,0.016514,0.036301,0.285113,4.184412,1.323197,0.21884
E08000025,403500,289500,6,2,9.212393,0,0.010334,0,1.46e-4,0.002197,0.0149,0.010614,0.029279,0.064815,0.268698,0.021184,0.105435,0.772292,0.959834,0.206446,0.798959,0.00222,0.012569,0.130031,0.32429,4.153384,1.16806,0.156707
E08000025,404500,289500,6,2,8.578893,0,0.009886,0,1.88e-4,0.005848,0.014509,0.010106,0.030688,0.078252,0.27216,0.025771,0.105919,0.084925,1.013312,0.306021,0.784145,8.45e-4,0.012543,0.042066,0.316642,4.153384,1.150418,0.16126
E08000025,405500,289500,6,2,8.3980340000000009,0,0.010006,0,2.12e-4,0.002442,0.016281,0.012617,0.032182,0.082022,0.288937,0.026843,0.11171,0.077797,0.959998,0.159334,0.784423,6.24e-4,0.012127,0.027917,0.301705,4.171017,1.150743,0.169095
E08000025,406500,289500,6,2,8.59057,0,0.010991,0,2.31e-4,0.007454,0.017569,0.01694,0.033759,0.140458,0.305019,0.046163,0.11854,0.096083,0.976045,0.225899,0.737751,0,0.012023,0.03495,0.316361,4.171017,1.161419,0.1619
E08000025,407500,289500,6,2,8.731308,0.006383,0.014035,0,2.52e-4,0.004064,0.020285,0.013645,0.034993,0.121526,0.335332,0.048914,0.133197,0.085804,1.015757,0.231705,0.706422,0,0.01294,0.027959,0.344689,4.171017,1.222085,0.180303
E08000025,408500,289500,6,2,8.748398,0.015994,0.016401,0,2.65e-4,0.007951,0.018111,0.01241,0.0341,0.160893,0.329998,0.075862,0.135195,0.047659,0.998497,0.052985,0.691275,0.002026,0.015313,0.103859,0.34702,4.171017,1.323621,0.187947
E08000025,409500,289500,6,2,8.936515,0.007793,0.020532,0,2.81e-4,0.006017,0.016828,0.011021,0.032652,0.122817,0.333359,0.053239,0.142749,0.12496,1.084729,0.06944,0.6589,0.005173,0.019704,0.097003,0.331528,4.171017,1.3404,0.286366
E08000025,410500,289500,6,2,8.790842,0.027191,0.016616,0,2.98e-4,0.004965,0.015562,0.00325,0.032238,0.161523,0.312773,0.098188,0.130269,0.018495,1.052543,0.011435,0.685902,0.015885,0.018766,0.083309,0.30059,4.186388,1.325332,0.289322
E08000025,411500,289500,6,2,8.651174,0.02668,0.016301,0,3.14e-4,0.008755,0.014127,0.004252,0.030701,0.183656,0.298454,0.104772,0.125452,0.03296,0.918953,0.087057,0.685048,0.01559,0.018551,0.007921,0.288786,4.186388,1.329079,0.267374
E08000025,412500,289500,6,2,8.489495,0.018189,0.016384,0,3.31e-4,0.001529,0.014448,0.007175,0.029717,0.120038,0.297247,0.069461,0.125469,0.075337,0.85517,0.133696,0.670598,0.008736,0.018504,0.015792,0.277591,4.186388,1.30488,0.24281
E08000025,413500,289500,6,2,8.213344,0,0.017166,0,3.49e-4,0.005496,0.012609,0.009932,0.029035,0.08917,0.287738,0.029082,0.123842,0.081488,0.792395,0.175296,0.650753,0,0.018506,0.018329,0.27633,4.186388,1.191788,0.217649
E08000025,404500,288500,6,2,8.380927,0,0.009346,0,1.48e-4,0.002685,0.015274,0.008241,0.031798,0.057797,0.277716,0.018841,0.106901,0.065756,0.936676,0.211673,0.787342,0.006198,0.013536,0.040768,0.321039,4.153384,1.152451,0.163352
E08000025,405500,288500,6,2,8.360718,0,0.009626,0,1.71e-4,0.006206,0.016453,0.011733,0.033119,0.098679,0.289743,0.032346,0.111345,0.061043,0.927215,0.11056,0.764091,0.002273,0.014064,0.06743,0.314644,4.171017,1.149835,0.169129
E08000025,406500,288500,6,2,8.535885,0,0.010873,0,1.88e-4,0.006345,0.019224,0.011759,0.036884,0.094737,0.320136,0.030977,0.123288,0.103958,0.951715,0.112378,0.721474,0,0.014122,0.127744,0.336261,4.171017,1.183444,0.159361
E08000025,407500,288500,6,2,9.092971,0.014264,0.011347,0,2.1e-4,0.024361,0.019158,0.011951,0.038057,0.235637,0.326054,0.098724,0.126033,0.173648,1.00902,0.063524,0.693109,0,0.015484,0.18463,0.340517,4.171017,1.351206,0.185019
E08000025,408500,288500,6,2,8.6624,0,0.014854,0,2.26e-4,0.003557,0.02125,0.012503,0.035664,0.087605,0.343703,0.028742,0.137246,0.07475,1.056185,0.052148,0.658189,9.75e-4,0.021966,0.143081,0.345714,4.171017,1.228187,0.224835
E08000025,409500,288500,6,2,10.41875,0,0.014311,0,2.43e-4,0.004533,0.016495,0.010203,0.033644,0.084908,0.313067,0.02793,0.126603,1.479214,0.896182,0.103399,0.651553,0.017717,0.022891,0.071851,0.336197,4.171017,1.223403,0.813388
E08000025,410500,288500,6,2,8.623412,0,0.015556,0,2.62e-4,0,0.014585,0.011984,0.031722,0.066476,0.301516,0.021607,0.125064,0.084665,1.047235,0.243307,0.674528,0.001417,0.024328,0.028021,0.309081,4.186388,1.155448,0.28022
E08000025,411500,288500,6,2,8.433006,0,0.015759,0,2.81e-4,6.32e-4,0.013093,0.010726,0.030736,0.060812,0.290334,0.019801,0.121871,0.091626,0.906781,0.267692,0.708442,6.23e-4,0.020675,0.026002,0.275819,4.186388,1.152063,0.232851
E08000025,412500,288500,6,2,8.216953,0,0.014638,0,3.02e-4,0.002869,0.012078,0.010102999999999999,0.029822,0.068696,0.276664,0.022525,0.115679,0.070667,0.836421,0.183924,0.719341,0,0.018814,0.016655,0.260765,4.186388,1.157756,0.212846
E08000025,413500,288500,6,2,8.028566,0,0.013043,0,3.22e-4,0,0.011444,0.009697,0.029383,0.054257,0.265202,0.017632,0.109443,0.061998,0.785628,0.166321,0.699321,0,0.017422,0.015429,0.246668,4.186388,1.13832,0.200648
E08000025,414500,288500,6,2,7.914144,0,0.012692,0,3.41e-4,0,0.009835,0.007108,0.029012,0.040292,0.253883,0.013098,0.105274,0.052177,0.734948,0.144651,0.688278,0,0.016034,0.011482,0.244927,4.186388,1.141573,0.222149
E08000025,415500,288500,6,2,7.944495,0,0.012935,0,3.62e-4,0,0.008577,0.009008,0.027427,0.049419,0.239786,0.016048,0.101258,0.072828,0.701753,0.210762,0.650951,0,0.01421,0.0149,0.238016,4.233844,1.124062,0.21835
E08000025,403500,287500,6,2,8.445377,0,0.0086,0,8e-5,0.00442,0.0148,0.010843,0.030917,0.079702,0.267894,0.026095,0.102442,0.089153,0.883997,0.331015,0.826365,0,0.011488,0.033473,0.286355,4.153384,1.140427,0.143928
E08000025,404500,287500,6,2,8.253371,0,0.008564,0,1.23e-4,0.004989,0.015067,0.011781,0.031944,0.079483,0.273867,0.026161,0.104385,0.056592,0.873201,0.171653,0.774978,0.011142,0.011114,0.061489,0.289545,4.153384,1.149516,0.144398
E08000025,405500,287500,6,2,8.417612,0,0.008822,0,1.45e-4,0.009079,0.017008,0.011765,0.034768,0.108414,0.290949,0.03573,0.110476,0.077414,0.892053,0.147586,0.725171,0.006334,0.014409,0.123786,0.307141,4.171017,1.163465,0.162082
E08000025,406500,287500,6,2,8.690853,0,0.009615,0,1.63e-4,0.013828,0.019512,0.028905,0.037091,0.160376,0.31195,0.052894,0.118662,0.077819,0.917706,0.111362,0.699159,0.00274,0.017082,0.176489,0.330395,4.171017,1.270163,0.163921
E08000025,407500,287500,6,2,8.764647,0,0.010797,0,1.84e-4,0.01978,0.019573,0.025639,0.038842,0.200627,0.320771,0.066411,0.123402,0.209659,0.937957,0.059389,0.668156,0.001122,0.022386,0.083459,0.358157,4.171017,1.254564,0.172757
E08000025,408500,287500,6,2,8.563227,0,0.010876,0,2.04e-4,0.011065,0.020269,0.009362,0.037279,0.115577,0.327293,0.038372,0.125876,0.058369,1.008626,0.04162,0.652663,0.030753,0.020586,0.072068,0.344963,4.171017,1.25817,0.208222
E08000025,409500,287500,6,2,8.471819,0,0.010956,0,2.22e-4,0,0.017335,0.009215,0.0339,0.051104,0.306586,0.016611,0.119277,0.148806,0.977323,0.105511,0.667967,0.021956,0.023591,0.070755,0.324664,4.171017,1.170206,0.224812
E08000025,410500,287500,6,2,8.467946,0,0.011355,0,2.41e-4,0,0.013597,0.010702,0.032373,0.055345,0.282307,0.017971,0.111916,0.103265,0.953533,0.257178,0.716234,0.007737,0.021266,0.043404,0.30214,4.186388,1.130067,0.210924
E08000025,411500,287500,6,2,8.363392,0,0.011564,0,2.62e-4,0,0.012171,0.008712,0.031508,0.044654,0.269928,0.014491,0.10827,0.106909,0.883371,0.292057,0.740966,0.008427,0.017286,0.028496,0.274972,4.186388,1.118684,0.204277
E08000025,412500,287500,6,2,8.175153,0,0.011406,0,2.85e-4,0.002221,0.011232,0.007333,0.030342,0.050365,0.259929,0.016501,0.104835,0.077804,0.816127,0.208631,0.74,0.009083,0.016039,0.042168,0.252047,4.186388,1.132457,0.199955
E08000025,413500,287500,6,2,8.099345,0,0.011152,0,3.11e-4,0.001416,0.010604,0.009402,0.029213,0.055895,0.251328,0.018238,0.10172,0.085991,0.766487,0.234162,0.712336,0.011529,0.014886,0.024138,0.245215,4.186388,1.127225,0.201705
E08000025,414500,287500,6,2,8.068175,0,0.011236,0,3.43e-4,0,0.009444,0.008152,0.028791,0.041115,0.244175,0.013374,0.099625,0.083132,0.726935,0.283338,0.689643,0.007009,0.015017,0.08332,0.231342,4.186388,1.129875,0.175915
E08000025,415500,287500,6,35,7.9038,0,0.011435,0,3.75e-4,0,0.00828,0.00563,0.027659,0.029483,0.232417,0.009622,0.096307,0.069592,0.706322,0.149425,0.67032,0,0.015432,0.051459,0.254501,4.233844,1.109941,0.221757
E08000025,402500,286500,6,2,8.275126,0,0.008087,0,5.6e-5,0.009864,0.013104,0.010014,0.028821,0.101497,0.246821,0.033305,0.094783,0.075056,0.815881,0.327479,0.809104,0,0.007943,0.024478,0.240631,4.153384,1.14853,0.126284
E08000025,403500,286500,6,2,8.0984,0,0.008123,0,6.1e-5,0.005647,0.014352,0.012294,0.030115,0.096595,0.259144,0.031597,0.098879,0.074027,0.820836,0.144588,0.791769,0,0.009231,0.020019,0.250396,4.153384,1.14251,0.134832
E08000025,404500,286500,6,2,8.023699,0,0.008128,0,9.7e-5,0.002555,0.015294,0.010086,0.032285,0.066246,0.272524,0.021604,0.103276,0.059697,0.828477,0.1328,0.7295,0,0.011574,0.031194,0.268818,4.153384,1.129147,0.147015
E08000025,405500,286500,6,2,8.332953,0,0.008334,0,1.19e-4,0.014042,0.015384,0.018035,0.034168,0.140781,0.276967,0.046442,0.105065,0.082672,0.858756,0.152361,0.692762,0.006237,0.014023,0.085271,0.293745,4.171017,1.159879,0.156894
E08000025,406500,286500,6,2,8.524422,0,0.008692,0,1.36e-4,0.012375,0.019713,0.033709,0.035461,0.136391,0.307814,0.044905,0.115913,0.088813,0.883348,0.176539,0.668232,0.017129,0.015515,0.111041,0.311712,4.171017,1.220434,0.145534
E08000025,407500,286500,6,2,8.346716,0,0.008998,0,1.56e-4,0,0.021846,0.024806,0.037152,0.077772,0.32344,0.025271,0.121696,0.037835,0.897338,0.064921,0.666224,0.0309,0.016904,0.094182,0.330994,4.171017,1.218032,0.177234
E08000025,408500,286500,6,2,8.512001,0,0.009312,0,1.76e-4,0.018638,0.018465,0.013073,0.03538,0.169068,0.305547,0.056194,0.116297,0.066385,0.907234,0.073627,0.657065,0.010362,0.024506,0.095879,0.326519,4.171017,1.25996,0.177301
E08000025,409500,286500,6,2,8.265292,0,0.009569,0,1.93e-4,0,0.018276,0.012921,0.032993,0.069217,0.302186,0.022502,0.115703,0.05705,0.893875,0.122448,0.690302,0.003703,0.023165,0.07894,0.314029,4.171017,1.150292,0.176914
E08000025,410500,286500,6,2,8.411162,0,0.009868,0,2.12e-4,0,0.013964,0.012004,0.031871,0.05964,0.274704,0.019374,0.107074,0.111912,0.841787,0.355813,0.713357,0,0.019444,0.048941,0.296943,4.186388,1.113097,0.194767
E08000025,411500,286500,6,2,8.148155,0,0.010039,0,2.34e-4,0,0.012612,0.011861,0.030626,0.044076,0.263093,0.014325,0.103587,0.064406,0.873452,0.132112,0.776262,0,0.016557,0.014987,0.281617,4.186388,1.111744,0.200178
E08000025,412500,286500,6,2,8.049515,0,0.010128,0,2.59e-4,0,0.0119,0.009157,0.029778,0.050659,0.253698,0.01646,0.100742,0.068475,0.793399,0.185184,0.741193,0,0.01555,0.016413,0.258582,4.186388,1.108292,0.193259
E08000025,413500,286500,6,2,7.984256,0,0.010181,0,2.92e-4,0.003087,0.010416,0.008774,0.029402,0.063225,0.246543,0.020637,0.098556,0.073921,0.753801,0.157646,0.732506,0,0.01511,0.014241,0.247363,4.186388,1.11784,0.194328
E08000025,414500,286500,6,2,7.990739,0,0.010427,0,3.37e-4,0,0.009573,0.010941,0.028816,0.060458,0.240386,0.01962,0.097055,0.077189,0.727371,0.224834,0.701442,0.004322,0.014019,0.017655,0.248404,4.186388,1.107064,0.204437
E08000025,415500,286500,6,2,8.047242,0,0.0106,0,3.8e-4,0,0.008238,0.008338,0.027557,0.038248,0.228822,0.012413,0.093746,0.186716,0.667635,0.098627,0.67418,0.010949,0.012399,0.188742,0.219416,4.233844,1.112449,0.213946
E08000025,416500,286500,6,2,7.743083,0,0.011098,0,4.4e-4,0,0.007487,0.00924,0.025006,0.046161,0.212411,0.014988,0.089547,0.076629,0.653603,0.171193,0.584808,6.68e-4,0.01449,0.018896,0.243788,4.233844,1.110063,0.218724
E08000025,402500,285500,6,2,7.772437,0,0.007797,0,3.9e-5,0.003726,0.013493,0.00585,0.028467,0.051093,0.246287,0.016837,0.094194,0.059747,0.765052,0.098053,0.749926,0,0.007217,0.007729,0.223295,4.153384,1.137843,0.102407
E08000025,403500,285500,6,2,7.761956,0,0.007804,0,4.1e-5,0.002816,0.013403,0.008506,0.030029,0.062117,0.252583,0.020257,0.096206,0.053873,0.770725,0.086132,0.726027,0,0.00828,0.008777,0.23313999999999999,4.153384,1.119654,0.1082
E08000025,404500,285500,6,2,7.815548,0,0.007806,0,7e-5,0.004532,0.013485,0.011481,0.030996,0.082274,0.255538,0.026858,0.097155,0.055454,0.789473,0.070998,0.692528,0,0.010487,0.007696,0.256865,4.153384,1.122284,0.126192
E08000025,405500,285500,6,2,7.960297,0,0.007947,0,8.3e-5,6.9e-4,0.01591,0.015167,0.03185,0.068717,0.269845,0.02237,0.102153,0.117622,0.796626,0.059407,0.66726,0.005555,0.012396,0.063181,0.269706,4.171017,1.118683,0.144113
E08000025,406500,285500,6,2,8.233824,0,0.008138,0,8.6e-5,0.023107,0.016152,0.00943,0.034251,0.187099,0.276629,0.06182,0.104753,0.082478,0.832982,0.120134,0.654349,4.1e-4,0.015913,0.038479,0.290275,4.171017,1.17237,0.133952
E08000025,407500,285500,6,2,8.325975,0,0.008312,0,1.03e-4,0.013606,0.018731,0.010944,0.033958,0.141275,0.294191,0.046638,0.110947,0.106115,0.829168,0.102499,0.665365,0,0.018102,0.140644,0.286633,4.171017,1.186132,0.141597
E08000025,408500,285500,6,2,8.3065,0,0.008538,0,1.18e-4,0.017389,0.017533,0.009469,0.033293,0.153356,0.290841,0.050816,0.110277,0.060018,0.84258,0.078542,0.688459,0.01236,0.017273,0.095861,0.304131,4.171017,1.200358,0.144271
E08000025,409500,285500,6,2,8.288736,0,0.008774,0,1.32e-4,0.0086130000000000009,0.016793,0.010378,0.032394,0.111126,0.286298,0.036517,0.109211,0.072029,0.856664,0.141676,0.717481,0.008939,0.017715,0.049003,0.313819,4.171017,1.168942,0.151213
E08000025,410500,285500,6,2,8.319613,0,0.009008,0,1.48e-4,0.002305,0.014914,0.008707,0.031091,0.054764,0.272343,0.017888,0.104995,0.094177,0.844002,0.259652,0.7311,0,0.01803,0.030238,0.310785,4.186388,1.120307,0.208769
E08000025,411500,285500,6,2,8.343007,0,0.009163,0,1.67e-4,0.006158,0.012752,0.007514,0.030278,0.076315,0.254998,0.025075,0.099563,0.084123,0.860839,0.24734,0.734914,0,0.015141,0.024125,0.311511,4.186388,1.140127,0.216516
E08000025,412500,285500,6,2,8.135009,0,0.009322,0,1.91e-4,0.003098,0.013051,0.007337,0.029518,0.054815,0.256676,0.017866,0.100485,0.072178,0.788293,0.256728,0.726393,0,0.013729,0.018735,0.274092,4.186388,1.125954,0.180159
E08000025,413500,285500,6,2,8.003507,0,0.009482,0,2.31e-4,0.00112,0.011984,0.01094,0.029073,0.061425,0.251289,0.019962,0.099064,0.080407,0.731923,0.212264,0.727955,0,0.013063,0.022156,0.244578,4.186388,1.110714,0.179489
E08000025,414500,285500,6,2,8.01831,0,0.009831,0,2.8e-4,0,0.010333,0.012624,0.028553,0.068548,0.240888,0.022246,0.096317,0.089688,0.707697,0.28990899999999997,0.687304,0,0.012879,0.019038,0.239841,4.186388,1.105569,0.190375
E08000025,415500,285500,6,2,7.825122,0,0.010004,0,3.33e-4,0,0.008549,0.00729,0.027659,0.040603,0.2272,0.013177,0.092285,0.059081,0.6863,0.165906,0.654859,0,0.013119,0.013133,0.242237,4.233844,1.094432,0.235111
E08000025,399500,284500,6,2,7.939897,0.016468,0.010785,0,3.9e-5,0.008121,0.011602,0.008385,0.023175,0.152041,0.21912,0.079156,0.091076,0.063511,0.719555,0.138891,0.645252,0,0.005237,0.01457,0.2061,4.10279,1.296476,0.127547
E08000025,400500,284500,6,2,7.828819,0,0.011395,0,4e-5,1.67e-4,0.012218,0.01366,0.024145,0.074819,0.231271,0.024289,0.095941,0.088326,0.703256,0.232872,0.663118,0,0.005658,0.017719,0.205701,4.156068,1.141989,0.126172
E08000025,401500,284500,6,2,7.804364,0,0.00819,0,3.8e-5,0.004568,0.011183,0.010919,0.026204,0.082723,0.22493,0.026941,0.088027,0.086362,0.711881,0.223936,0.684571,0,0.006169,0.017463,0.20815,4.156068,1.129552,0.096491
E08000025,402500,284500,6,2,7.763781,0,0.007553,0,3.2e-5,0.004636,0.011336,0.00897,0.027402,0.067739,0.229114,0.022147,0.088194,0.073809,0.712788,0.197207,0.691452,0,0.006837,0.016079,0.212033,4.156068,1.126826,0.103554
E08000025,403500,284500,6,2,7.831031,0,0.007579,0,3.7e-5,0.002039,0.01249,0.015492,0.028056,0.088401,0.237702,0.028815,0.091012,0.071835,0.728585,0.198086,0.68037,0,0.007917,0.022734999999999998,0.222386,4.156068,1.119671,0.111757
E08000025,404500,284500,6,2,7.715162,0,0.007571,0,6.6e-5,0,0.01346,0.006054,0.031036,0.034377,0.252015,0.011163,0.095694,0.057282,0.752304,0.055942,0.678419,0.002314,0.009909,0.02848,0.254603,4.156068,1.114503,0.1539
E08000025,405500,284500,6,2,7.713997,0,0.007663,0,7.9e-5,0,0.01477,0.004832,0.030512,0.030181,0.25646,0.009813,0.097372,0.049801,0.764641,0.018497,0.650678,0.002204,0.011488,0.038427,0.26016,4.173832,1.134144,0.158437
E08000025,406500,284500,6,2,7.923067,0,0.007774,0,8.1e-5,0.010635,0.01542,0.009307,0.029817,0.105549,0.260071,0.034796,0.098832,0.0764,0.769169,0.107957,0.641203,0,0.012352,0.017851,0.263938,4.173832,1.158816,0.129265
E08000025,407500,284500,6,2,8.032945,0,0.007896,0,8.8e-5,0.00394,0.017076,0.009955,0.031055,0.07185,0.27505,0.023489,0.1041,0.089245,0.787177,0.179523,0.665315,0,0.013642,0.049694,0.268887,4.173832,1.133869,0.127263
E08000025,408500,284500,6,2,8.203712,0,0.008063,0,1.03e-4,0.007293,0.015435,0.011532,0.031335,0.092678,0.269892,0.030583,0.102683,0.09644,0.79429,0.244537,0.697264,0.003974,0.014661,0.054967,0.281489,4.173832,1.143029,0.129634
E08000025,409500,284500,6,2,8.41881,0,0.008263,0,1.15e-4,0.008231,0.014895,0.013857,0.030569,0.11433,0.263799,0.037661,0.101066,0.106118,0.803658,0.268204,0.722208,0.003698,0.015243,0.140913,0.28138,4.173832,1.156002,0.154771
E08000025,410500,284500,6,2,8.486262,0,0.008427,0,1.29e-4,0.006791,0.014214,0.005259,0.03079,0.063585,0.262535,0.020976,0.10094499999999999,0.057174,0.814553,0.090939,0.759328,0.012395,0.013082,0.128774,0.310269,4.227247,1.15403,0.40482
E08000025,411500,284500,6,2,8.498991,0,0.008585,0,1.47e-4,0.003785,0.014161,0.010351,0.029102,0.065299,0.256678,0.021404,0.09933,0.280793,0.763807,0.073841,0.752954,0.00064899999999999995,0.015174,0.261822,0.275198,4.227247,1.145863,0.192801
E08000025,412500,284500,6,2,8.246325,0,0.008769,0,1.7e-4,0.013481,0.011933,0.008413,0.029396,0.124224,0.246022,0.04107,0.096144,0.072153,0.773601,0.21419,0.723235,0,0.014227,0.040014,0.283972,4.227247,1.162993,0.155071
E08000025,413500,284500,6,2,8.125019,0,0.008981,0,2.16e-4,0.008435,0.011353,0.012625,0.028457,0.120647,0.240579,0.039697,0.094838,0.084074,0.699953,0.258284,0.706159,0,0.012905,0.017553,0.246044,4.227247,1.140272,0.1667
E08000025,414500,284500,6,2,8.030959,0,0.00938,0,2.68e-4,0.005365,0.010102999999999999,0.00935,0.02874,0.08143,0.237805,0.026771,0.094701,0.073929,0.703049,0.224292,0.680549,0,0.011699,0.016083,0.249022,4.227247,1.125877,0.215299
E08000025,415500,284500,6,2,8.010605,0,0.009622,0,3.29e-4,0,0.009522,0.011133,0.026421,0.059372,0.223756,0.019268,0.090768,0.072952,0.682411,0.227476,0.614653,0,0.011332,0.016853,0.251359,4.238621,1.098893,0.345863
E08000025,416500,284500,6,2,7.503769,0,0.009977,0,4.24e-4,0,0.008647,6.68e-4,0.024374,0.004439,0.210005,0.001442,0.087669,0.005075,0.604159,0.002627,0.553463,0,0.011908,0.094056,0.240135,4.238621,1.113723,0.292358
E08000025,399500,283500,6,35,7.56654,0.013735,0.010517,0,2.8e-5,0.003934,0.010549,0.003376,0.02177,0.090029,0.205408,0.05501,0.086123,0.022681,0.652192,0.056094,0.592027,0,0.004948,0.008166,0.197438,4.10279,1.305942,0.123782
E08000025,400500,283500,6,35,7.505922,0,0.010325,0,2.9e-5,0,0.010078,0.005266,0.023566,0.028314,0.212403,0.009189,0.087957,0.04929,0.669105,0.137653,0.621691,0,0.005401,0.013713,0.202683,4.156068,1.138753,0.124439
E08000025,401500,283500,6,2,7.515922,0,0.007876,0,2.9e-5,0,0.009804,0.007551,0.025301,0.043381,0.211458,0.014119,0.083107,0.04988,0.674107,0.139267,0.653998,0,0.005934,0.011533,0.201567,4.156068,1.125645,0.095294
E08000025,402500,283500,6,2,7.567924,0,0.00741,0,2.8e-5,0,0.010451,0.005946,0.0269,0.031475,0.221447,0.010215,0.085508,0.051535,0.682301,0.152436,0.671819,0,0.006639,0.011212,0.203682,4.156068,1.125806,0.10705
E08000025,403500,283500,6,2,7.769591,0,0.007447,0,3.3e-5,0.007049,0.010795,0.008736,0.028074000000000002,0.08999,0.226318,0.029507,0.087121,0.07522,0.696165,0.180508,0.668617,0,0.007812,0.017684,0.218307,4.156068,1.127981,0.126155
E08000025,404500,283500,6,2,7.820097,0,0.007424,0,6.1e-5,0.005707,0.012761,0.015271,0.028171,0.071531,0.239518,0.02348,0.091456,0.062665,0.714493,0.106287,0.665094,0.004724,0.009265,0.105813,0.238275,4.156068,1.162215,0.099818
E08000025,405500,283500,6,2,7.701308,0,0.00747,0,7.5e-5,0.007578,0.013197,0.004578,0.029247,0.064237,0.241354,0.021151,0.092168,0.03794,0.735328,0.04156,0.656352,0,0.011048,0.005678,0.261969,4.173832,1.146444,0.150103
E08000025,406500,283500,6,2,7.657773,0,0.007535,0,7.7e-5,0.00402,0.01379,0.005543,0.028518,0.052184,0.243977,0.017098,0.093235,0.048649,0.734379,0.064146,0.652114,0,0.011121,0.006402,0.24511,4.173832,1.144584,0.111459
